"Date","CMAQ_2011_12k_Obs_mean","CMAQ_2011_12k_Mod_mean","CMAQ_2011_12k_MB","CMAQ_2011_12k_RMSE","CMAQ_2011_12k_COR"
2011-01-01 00:00:00,23.1728,20.8053,-2.36756,10.1258,0.626
2011-01-01 01:00:00,23.0047,21.3921,-1.61258,10.0388,0.608
2011-01-01 02:00:00,23.1641,21.6245,-1.53965,8.98321,0.536
2011-01-01 03:00:00,23.9528,22.3455,-1.60725,8.6494,0.523
2011-01-01 04:00:00,23.9019,22.5498,-1.35209,8.04193,0.545
2011-01-01 05:00:00,23.069,22.361,-0.70803,7.62782,0.577
2011-01-01 06:00:00,22.879,22.106,-0.773053,7.54499,0.609
2011-01-01 07:00:00,22.8502,21.6589,-1.19127,7.631,0.637
2011-01-01 08:00:00,24.5789,21.3584,-3.2205,8.15953,0.616
2011-01-01 09:00:00,27.4547,22.9456,-4.50904,9.54041,0.519
2011-01-01 10:00:00,30.2706,25.3009,-4.96971,11.0113,0.45
2011-01-01 11:00:00,32.2156,27.4898,-4.72579,11.0069,0.509
2011-01-01 12:00:00,33.5306,29.4604,-4.07019,10.0058,0.595
2011-01-01 13:00:00,34.4067,30.8857,-3.52104,10.9193,0.539
2011-01-01 14:00:00,34.6288,31.657,-2.97188,11.0179,0.538
2011-01-01 15:00:00,34.0795,31.6515,-2.42806,11.0181,0.568
2011-01-01 16:00:00,32.6998,30.8094,-1.89042,10.8799,0.543
2011-01-01 17:00:00,29.7768,28.7456,-1.03112,9.71976,0.604
2011-01-01 18:00:00,26.4159,25.3366,-1.07927,10.1923,0.565
2011-01-01 19:00:00,24.6876,22.231,-2.45657,10.283,0.546
2011-01-01 20:00:00,23.7678,20.7841,-2.98373,10.2403,0.552
2011-01-01 21:00:00,23.4643,20.4522,-3.01209,10.1837,0.549
2011-01-01 22:00:00,23.4399,20.5051,-2.93475,9.91055,0.549
2011-01-01 23:00:00,22.913,20.8921,-2.02096,9.3617,0.564
2011-01-02 00:00:00,22.7994,21.0759,-1.72346,10.9823,0.52
2011-01-02 01:00:00,22.5692,21.0983,-1.47087,11.1041,0.499
2011-01-02 02:00:00,22.6906,21.4424,-1.2482,9.82877,0.552
2011-01-02 03:00:00,23.283,21.2761,-2.0069,9.03131,0.589
2011-01-02 04:00:00,22.8047,21.1425,-1.66211,8.30956,0.625
2011-01-02 05:00:00,22.3806,21.2295,-1.15105,7.97999,0.633
2011-01-02 06:00:00,21.8631,20.7725,-1.0906,7.98907,0.612
2011-01-02 07:00:00,21.5607,20.0325,-1.52821,8.02728,0.619
2011-01-02 08:00:00,23.3206,19.4006,-3.91992,8.66193,0.593
2011-01-02 09:00:00,26.5084,21.0079,-5.50054,10.0346,0.51
2011-01-02 10:00:00,29.1829,23.7911,-5.39183,11.3568,0.441
2011-01-02 11:00:00,31.128,26.4708,-4.65721,11.6005,0.473
2011-01-02 12:00:00,32.545,28.642,-3.90302,11.1219,0.466
2011-01-02 13:00:00,33.8537,30.1666,-3.68706,11.4749,0.483
2011-01-02 14:00:00,34.1601,31.0496,-3.11043,11.363,0.502
2011-01-02 15:00:00,33.6662,31.0374,-2.62875,11.27,0.501
2011-01-02 16:00:00,31.8702,29.9332,-1.93698,10.988,0.497
2011-01-02 17:00:00,28.378,27.1893,-1.18873,10.9458,0.509
2011-01-02 18:00:00,25.1037,23.3536,-1.75006,11.0665,0.475
2011-01-02 19:00:00,23.8125,20.5534,-3.25909,11.3355,0.451
2011-01-02 20:00:00,23.02,19.4357,-3.58426,11.2332,0.471
2011-01-02 21:00:00,22.6662,19.2856,-3.38057,10.8417,0.525
2011-01-02 22:00:00,22.5452,19.5066,-3.03862,10.4468,0.573
2011-01-02 23:00:00,22.3395,19.6865,-2.65299,10.3498,0.562
2011-01-03 00:00:00,22.048,19.9137,-2.1343,11.0201,0.476
2011-01-03 01:00:00,21.8213,20.0158,-1.80554,11.1815,0.458
2011-01-03 02:00:00,21.8514,20.1981,-1.6533,10.0914,0.5
2011-01-03 03:00:00,21.461,20.1712,-1.2898,9.30476,0.481
2011-01-03 04:00:00,21.4126,19.9228,-1.4898,8.75361,0.47
2011-01-03 05:00:00,19.6229,19.4314,-0.191461,8.51403,0.438
2011-01-03 06:00:00,18.3179,17.868,-0.449945,8.11622,0.455
2011-01-03 07:00:00,17.2546,15.7102,-1.54439,8.27041,0.458
2011-01-03 08:00:00,19.3183,14.4713,-4.84702,9.28095,0.446
2011-01-03 09:00:00,23.1788,17.3452,-5.83368,12.1112,0.416
2011-01-03 10:00:00,26.7795,21.8889,-4.89067,12.051,0.522
2011-01-03 11:00:00,29.6303,25.5153,-4.11507,12.6247,0.535
2011-01-03 12:00:00,31.8527,28.2022,-3.65043,11.2308,0.435
2011-01-03 13:00:00,33.4206,30.3135,-3.10701,12.4588,0.549
2011-01-03 14:00:00,34.2519,31.8015,-2.45046,12.1724,0.552
2011-01-03 15:00:00,33.9569,32.4025,-1.55431,12.1332,0.536
2011-01-03 16:00:00,31.0854,31.5317,0.446289,12.0849,0.509
2011-01-03 17:00:00,25.4726,27.6456,2.17296,11.4733,0.425
2011-01-03 18:00:00,21.9634,20.7042,-1.25922,11.5073,0.438
2011-01-03 19:00:00,20.2146,16.6997,-3.51486,11.3426,0.453
2011-01-03 20:00:00,19.0476,15.3921,-3.65554,11.341,0.491
2011-01-03 21:00:00,18.3518,15.2721,-3.07965,11.1229,0.545
2011-01-03 22:00:00,18.0518,15.7518,-2.29999,11.083,0.595
2011-01-03 23:00:00,17.6312,16.3409,-1.29031,10.8643,0.568
2011-01-04 00:00:00,17.4658,17.0331,-0.432727,12.1713,0.498
2011-01-04 01:00:00,17.3043,17.3497,0.0453339,12.4757,0.455
2011-01-04 02:00:00,17.0077,17.6874,0.679745,10.6327,0.539
2011-01-04 03:00:00,17.899,17.8104,-0.0885492,10.5489,0.453
2011-01-04 04:00:00,17.6761,17.256,-0.420078,10.2792,0.429
2011-01-04 05:00:00,15.684,16.8093,1.12522,9.90361,0.421
2011-01-04 06:00:00,14.2772,15.5041,1.22695,9.52617,0.416
2011-01-04 07:00:00,13.3548,13.8196,0.464738,9.64614,0.435
2011-01-04 08:00:00,14.922,12.7658,-2.15625,10.8006,0.447
2011-01-04 09:00:00,19.1467,15.1063,-4.04042,12.5691,0.483
2011-01-04 10:00:00,23.3119,19.0639,-4.24803,11.865,0.581
2011-01-04 11:00:00,26.881,22.9263,-3.95469,12.1408,0.596
2011-01-04 12:00:00,29.6715,26.2953,-3.37621,12.418,0.434
2011-01-04 13:00:00,31.6904,29.1441,-2.54623,12.2781,0.585
2011-01-04 14:00:00,32.7183,31.1178,-1.60048,12.2634,0.579
2011-01-04 15:00:00,31.9253,31.8035,-0.121821,12.3771,0.562
2011-01-04 16:00:00,29.0291,30.8835,1.85443,12.3223,0.553
2011-01-04 17:00:00,23.4155,26.5706,3.15505,11.7544,0.474
2011-01-04 18:00:00,20.2527,19.4575,-0.795192,11.4916,0.504
2011-01-04 19:00:00,18.9238,15.8964,-3.02735,11.6904,0.488
2011-01-04 20:00:00,18.3856,14.9708,-3.41476,11.5929,0.509
2011-01-04 21:00:00,18.0291,15.1557,-2.87332,11.0801,0.555
2011-01-04 22:00:00,17.8478,15.8415,-2.00629,10.7101,0.587
2011-01-04 23:00:00,17.7269,16.5944,-1.13246,10.4908,0.608
2011-01-05 00:00:00,17.3666,17.3762,0.00968431,12.5024,0.534
2011-01-05 01:00:00,16.8558,17.8484,0.992601,12.5495,0.524
2011-01-05 02:00:00,16.9161,18.347,1.43085,11.5941,0.473
2011-01-05 03:00:00,17.7997,18.8009,1.00123,11.1461,0.422
2011-01-05 04:00:00,17.8175,18.3911,0.573549,10.9665,0.355
2011-01-05 05:00:00,16.1969,18.2317,2.03477,10.6288,0.331
2011-01-05 06:00:00,15.0671,16.969,1.90194,10.7458,0.306
2011-01-05 07:00:00,14.3063,15.2622,0.955947,11.3574,0.283
2011-01-05 08:00:00,15.8552,14.3139,-1.54122,12.3532,0.335
2011-01-05 09:00:00,20.1447,16.6176,-3.52703,13.1541,0.47
2011-01-05 10:00:00,24.3087,20.3025,-4.00616,12.9037,0.554
2011-01-05 11:00:00,27.5604,24.1536,-3.40684,13.2208,0.558
2011-01-05 12:00:00,30.4266,27.7341,-2.6925,12.7883,0.498
2011-01-05 13:00:00,31.83,30.0072,-1.82276,13.0335,0.561
2011-01-05 14:00:00,32.804,31.4558,-1.3482,13.403,0.524
2011-01-05 15:00:00,32.4301,31.7839,-0.646234,13.7441,0.484
2011-01-05 16:00:00,29.3748,30.4149,1.04013,13.9151,0.457
2011-01-05 17:00:00,24.2393,25.6635,1.42413,12.087,0.539
2011-01-05 18:00:00,21.3924,19.7141,-1.67824,12.2301,0.545
2011-01-05 19:00:00,20.287,17.0798,-3.20721,13.03,0.491
2011-01-05 20:00:00,19.5569,16.5533,-3.00358,12.892,0.512
2011-01-05 21:00:00,19.2328,17.17,-2.06273,12.2671,0.557
2011-01-05 22:00:00,19.6204,18.1405,-1.47988,11.9298,0.57
2011-01-05 23:00:00,19.9706,18.926,-1.04456,11.8914,0.513
2011-01-06 00:00:00,19.9108,19.7126,-0.198182,13.9648,0.425
2011-01-06 01:00:00,19.4263,19.9916,0.56539,13.7891,0.436
2011-01-06 02:00:00,19.3379,20.0737,0.735802,11.837,0.445
2011-01-06 03:00:00,20.132,20.2371,0.105116,11.83,0.369
2011-01-06 04:00:00,19.7319,19.8693,0.137361,12.0892,0.303
2011-01-06 05:00:00,18.0246,19.3029,1.27825,12.081,0.3
2011-01-06 06:00:00,16.8727,18.1902,1.31746,12.2353,0.33
2011-01-06 07:00:00,15.9584,16.6798,0.721444,12.814,0.35
2011-01-06 08:00:00,17.3725,15.7966,-1.57593,13.5167,0.404
2011-01-06 09:00:00,21.4672,18.0909,-3.37629,13.3668,0.51
2011-01-06 10:00:00,25.4173,21.2951,-4.12227,12.8787,0.589
2011-01-06 11:00:00,28.6989,24.6681,-4.03081,12.9363,0.614
2011-01-06 12:00:00,31.3182,27.6691,-3.64906,13.8503,0.421
2011-01-06 13:00:00,32.8509,30.0244,-2.82658,12.9395,0.591
2011-01-06 14:00:00,33.2006,31.3451,-1.85556,13.0827,0.573
2011-01-06 15:00:00,32.361,31.6526,-0.708401,13.1479,0.554
2011-01-06 16:00:00,29.2944,30.2989,1.0045,12.9286,0.553
2011-01-06 17:00:00,24.3026,25.8035,1.5009,13.2147,0.458
2011-01-06 18:00:00,21.1939,19.6157,-1.57825,13.0286,0.47
2011-01-06 19:00:00,20.3595,17.0625,-3.297,13.3216,0.454
2011-01-06 20:00:00,19.4666,16.577,-2.88961,13.0175,0.485
2011-01-06 21:00:00,19.3333,16.9451,-2.3882,12.4084,0.533
2011-01-06 22:00:00,19.4646,17.4876,-1.977,12.2854,0.524
2011-01-06 23:00:00,19.7363,18.1201,-1.61623,12.1036,0.478
2011-01-07 00:00:00,19.5236,18.6617,-0.861865,12.833,0.544
2011-01-07 01:00:00,19.1242,19.03,-0.0942705,12.6065,0.542
2011-01-07 02:00:00,19.2332,19.2481,0.0149021,11.724,0.517
2011-01-07 03:00:00,20.1859,19.6571,-0.528787,11.9358,0.484
2011-01-07 04:00:00,20.6221,19.5388,-1.08336,12.0185,0.466
2011-01-07 05:00:00,17.9607,18.2766,0.315902,11.7659,0.511
2011-01-07 06:00:00,16.5083,16.8951,0.386769,11.5079,0.558
2011-01-07 07:00:00,15.4164,15.1782,-0.238245,11.7087,0.564
2011-01-07 08:00:00,17.182,14.1579,-3.02404,12.5869,0.56
2011-01-07 09:00:00,21.5936,16.7755,-4.81806,13.1824,0.569
2011-01-07 10:00:00,25.7427,20.6693,-5.07335,12.8377,0.612
2011-01-07 11:00:00,29.0046,24.5249,-4.47971,13.0741,0.628
2011-01-07 12:00:00,31.7593,27.8789,-3.88036,12.6265,0.523
2011-01-07 13:00:00,33.1889,30.2409,-2.94802,13.5566,0.591
2011-01-07 14:00:00,33.7553,31.8611,-1.8942,13.6848,0.562
2011-01-07 15:00:00,33.407,32.4724,-0.934567,13.6647,0.555
2011-01-07 16:00:00,30.8401,31.4486,0.60851,13.2382,0.562
2011-01-07 17:00:00,26.4714,27.3268,0.855421,12.1181,0.55
2011-01-07 18:00:00,23.0242,21.1209,-1.90324,12.4191,0.536
2011-01-07 19:00:00,21.4827,17.9158,-3.56687,12.5374,0.515
2011-01-07 20:00:00,21.2325,16.979,-4.25349,12.3908,0.528
2011-01-07 21:00:00,21.0378,17.2048,-3.83299,11.8453,0.549
2011-01-07 22:00:00,20.8522,17.5929,-3.2593,11.8426,0.543
2011-01-07 23:00:00,20.6738,18.0347,-2.63914,11.9033,0.528
2011-01-08 00:00:00,20.2881,18.3027,-1.98536,13.0369,0.563
2011-01-08 01:00:00,19.9769,18.4599,-1.51707,12.9534,0.546
2011-01-08 02:00:00,19.4808,18.7225,-0.75829,11.3799,0.542
2011-01-08 03:00:00,20.3675,19.4908,-0.876765,11.324,0.487
2011-01-08 04:00:00,21.0245,19.3032,-1.72129,11.6086,0.433
2011-01-08 05:00:00,19.0801,18.5979,-0.482124,11.715,0.422
2011-01-08 06:00:00,18.2364,18.0209,-0.215506,12.0236,0.434
2011-01-08 07:00:00,17.4661,17.035,-0.431093,12.4723,0.434
2011-01-08 08:00:00,19.7156,16.2126,-3.50296,12.944,0.457
2011-01-08 09:00:00,23.8701,18.1897,-5.68042,13.132,0.467
2011-01-08 10:00:00,27.1873,21.9977,-5.18964,12.8311,0.495
2011-01-08 11:00:00,29.764,25.6284,-4.13561,13.4015,0.483
2011-01-08 12:00:00,31.6601,28.3539,-3.30622,13.0211,0.51
2011-01-08 13:00:00,32.823,30.4166,-2.40635,13.5454,0.468
2011-01-08 14:00:00,33.2009,31.8061,-1.39479,13.556,0.442
2011-01-08 15:00:00,32.9758,32.378,-0.597848,13.2933,0.447
2011-01-08 16:00:00,31.3949,31.6916,0.29674,12.8791,0.459
2011-01-08 17:00:00,28.3891,28.8449,0.455853,12.2815,0.496
2011-01-08 18:00:00,25.618,24.1729,-1.44503,12.9617,0.456
2011-01-08 19:00:00,24.6256,20.7215,-3.90402,12.8218,0.44
2011-01-08 20:00:00,24.2791,19.383,-4.89611,12.683,0.455
2011-01-08 21:00:00,23.7646,19.0018,-4.76282,12.1236,0.485
2011-01-08 22:00:00,22.6169,19.0629,-3.55406,11.666,0.528
2011-01-08 23:00:00,23.2873,19.6482,-3.63906,11.9668,0.525
2011-01-09 00:00:00,23.2765,20.184,-3.09246,12.8699,0.435
2011-01-09 01:00:00,23.3801,20.5742,-2.80588,12.3363,0.459
2011-01-09 02:00:00,22.955,21.0086,-1.94638,10.7122,0.414
2011-01-09 03:00:00,23.6415,21.3164,-2.32511,10.1527,0.437
2011-01-09 04:00:00,23.6825,21.228,-2.45449,9.96065,0.471
2011-01-09 05:00:00,22.4198,20.6402,-1.77968,9.71273,0.52
2011-01-09 06:00:00,22.0901,20.0777,-2.01238,9.51041,0.554
2011-01-09 07:00:00,21.872,19.231,-2.64099,9.41379,0.575
2011-01-09 08:00:00,22.9313,18.5295,-4.40178,9.73163,0.552
2011-01-09 09:00:00,25.5625,19.9847,-5.57776,11.1941,0.458
2011-01-09 10:00:00,28.2477,22.886,-5.36169,11.7606,0.452
2011-01-09 11:00:00,30.2607,25.7132,-4.54751,12.4055,0.453
2011-01-09 12:00:00,31.9376,27.9955,-3.94207,12.2238,0.441
2011-01-09 13:00:00,33.0152,29.7745,-3.2407,12.5469,0.459
2011-01-09 14:00:00,33.4521,30.956,-2.49604,12.22,0.474
2011-01-09 15:00:00,33.3664,31.4304,-1.93599,12.0402,0.477
2011-01-09 16:00:00,31.9163,30.8732,-1.04306,12.1844,0.455
2011-01-09 17:00:00,28.5236,28.2549,-0.268731,11.629,0.42
2011-01-09 18:00:00,25.8659,24.0166,-1.84922,12.1646,0.395
2011-01-09 19:00:00,24.5612,20.9034,-3.65777,12.1869,0.377
2011-01-09 20:00:00,23.6902,19.628,-4.06221,12.2788,0.369
2011-01-09 21:00:00,23.2835,19.3653,-3.91821,12.1888,0.384
2011-01-09 22:00:00,23.234,19.5161,-3.71796,11.8825,0.408
2011-01-09 23:00:00,23.2631,19.8271,-3.43595,11.3083,0.414
2011-01-10 00:00:00,23.0985,20.4724,-2.62606,12.1916,0.436
2011-01-10 01:00:00,23.1433,20.8296,-2.31374,11.885,0.473
2011-01-10 02:00:00,22.9316,21.1889,-1.74275,10.3947,0.513
2011-01-10 03:00:00,23.1259,21.3207,-1.8051,9.44691,0.561
2011-01-10 04:00:00,23.4786,21.3085,-2.17013,8.69984,0.6
2011-01-10 05:00:00,20.6636,20.2832,-0.380439,8.3971,0.61
2011-01-10 06:00:00,19.3783,19.1928,-0.185432,8.62211,0.592
2011-01-10 07:00:00,18.4062,17.6836,-0.72257,8.72551,0.594
2011-01-10 08:00:00,19.8055,16.7501,-3.05538,9.63203,0.552
2011-01-10 09:00:00,23.3109,18.9163,-4.39458,11.3653,0.462
2011-01-10 10:00:00,26.545,22.4154,-4.12959,11.7305,0.483
2011-01-10 11:00:00,28.7766,25.4443,-3.33226,12.0614,0.502
2011-01-10 12:00:00,30.2508,27.6608,-2.58995,11.5488,0.462
2011-01-10 13:00:00,30.7123,29.3454,-1.36687,12.3573,0.472
2011-01-10 14:00:00,30.8545,30.3532,-0.501262,12.2121,0.458
2011-01-10 15:00:00,30.0985,30.5434,0.444959,12.19,0.426
2011-01-10 16:00:00,28.0046,29.5979,1.59335,12.0327,0.428
2011-01-10 17:00:00,24.156,26.3447,2.18875,11.9615,0.416
2011-01-10 18:00:00,21.9939,21.0016,-0.992286,11.9525,0.388
2011-01-10 19:00:00,21.0244,18.2993,-2.72507,12.2479,0.418
2011-01-10 20:00:00,20.5627,17.6683,-2.89438,12.3112,0.422
2011-01-10 21:00:00,20.3482,17.9371,-2.41109,11.8668,0.468
2011-01-10 22:00:00,20.3577,18.5834,-1.77432,12.009,0.462
2011-01-10 23:00:00,20.7169,19.226,-1.49091,11.372,0.491
2011-01-11 00:00:00,21.3271,19.9813,-1.34583,12.0108,0.409
2011-01-11 01:00:00,20.9328,20.2775,-0.655326,12.0861,0.386
2011-01-11 02:00:00,20.8402,20.6079,-0.232342,10.2282,0.459
2011-01-11 03:00:00,21.7845,20.8288,-0.955692,9.52901,0.532
2011-01-11 04:00:00,21.5151,20.3399,-1.17521,8.84922,0.579
2011-01-11 05:00:00,19.6107,19.6022,-0.00844736,8.45701,0.61
2011-01-11 06:00:00,18.142,18.4265,0.284537,8.3109,0.634
2011-01-11 07:00:00,17.0934,16.9662,-0.127223,8.53459,0.65
2011-01-11 08:00:00,18.2508,15.9064,-2.34443,8.80902,0.673
2011-01-11 09:00:00,21.2962,17.7036,-3.59266,9.36898,0.681
2011-01-11 10:00:00,24.0953,19.9751,-4.12024,10.365,0.63
2011-01-11 11:00:00,26.2329,22.1113,-4.12153,10.4945,0.629
2011-01-11 12:00:00,27.4441,24.0773,-3.36679,12.0215,0.37
2011-01-11 13:00:00,28.3022,25.7505,-2.55175,10.5073,0.623
2011-01-11 14:00:00,28.3922,26.8235,-1.56871,11.1019,0.573
2011-01-11 15:00:00,27.3645,27.002,-0.362508,11.3518,0.533
2011-01-11 16:00:00,25.4446,25.8036,0.359009,11.1099,0.528
2011-01-11 17:00:00,22.4484,22.3848,-0.0635389,11.2907,0.405
2011-01-11 18:00:00,20.2141,18.6438,-1.57032,11.3758,0.391
2011-01-11 19:00:00,19.6064,16.6049,-3.00152,12.1714,0.339
2011-01-11 20:00:00,19.1582,16.2624,-2.89581,12.1623,0.374
2011-01-11 21:00:00,19.1868,16.7345,-2.45236,11.8939,0.415
2011-01-11 22:00:00,19.0948,17.3596,-1.73518,11.4696,0.432
2011-01-11 23:00:00,19.0943,18.0258,-1.06847,10.9683,0.425
2011-01-12 00:00:00,19.1246,18.6776,-0.447008,11.2361,0.493
2011-01-12 01:00:00,19.2938,19.0892,-0.204597,11.2775,0.456
2011-01-12 02:00:00,19.2473,19.5195,0.272221,9.30011,0.495
2011-01-12 03:00:00,20.5339,20.1661,-0.367749,9.09163,0.451
2011-01-12 04:00:00,20.7544,19.6897,-1.0647,8.98308,0.433
2011-01-12 05:00:00,18.5383,19.2391,0.700712,9.25045,0.393
2011-01-12 06:00:00,17.5392,18.3299,0.790691,9.23704,0.406
2011-01-12 07:00:00,16.86,17.0044,0.144374,9.47452,0.421
2011-01-12 08:00:00,18.6977,16.3461,-2.35156,10.2449,0.438
2011-01-12 09:00:00,22.0739,18.4896,-3.58426,11.5042,0.492
2011-01-12 10:00:00,25.1827,21.2503,-3.93238,11.5914,0.568
2011-01-12 11:00:00,27.6242,23.9542,-3.67003,11.4621,0.602
2011-01-12 12:00:00,29.5975,26.3733,-3.2242,11.5296,0.412
2011-01-12 13:00:00,30.8237,28.3933,-2.43046,11.5519,0.581
2011-01-12 14:00:00,31.5928,29.6636,-1.92925,11.9814,0.541
2011-01-12 15:00:00,31.3648,30.0209,-1.34391,12.3595,0.496
2011-01-12 16:00:00,29.092,28.9075,-0.184555,12.9609,0.441
2011-01-12 17:00:00,24.9493,25.0386,0.0892773,11.5151,0.359
2011-01-12 18:00:00,22.6177,20.5885,-2.0292,11.4437,0.37
2011-01-12 19:00:00,21.925,18.5688,-3.35617,12.0731,0.351
2011-01-12 20:00:00,21.2892,18.1851,-3.10409,11.9535,0.38
2011-01-12 21:00:00,21.0937,18.6338,-2.45987,11.4231,0.421
2011-01-12 22:00:00,21.1334,19.4695,-1.66389,10.971,0.463
2011-01-12 23:00:00,21.1418,20.3959,-0.745829,10.0631,0.493
2011-01-13 00:00:00,21.3889,21.0863,-0.302554,13.3295,0.415
2011-01-13 01:00:00,20.9002,21.1817,0.281551,13.6205,0.388
2011-01-13 02:00:00,21.1003,21.7094,0.609089,10.4407,0.552
2011-01-13 03:00:00,22.2886,21.9408,-0.3478,10.1007,0.568
2011-01-13 04:00:00,22.3887,21.3986,-0.990134,9.78671,0.597
2011-01-13 05:00:00,19.7954,20.6637,0.868267,9.61279,0.624
2011-01-13 06:00:00,18.4034,19.3876,0.984245,9.55482,0.627
2011-01-13 07:00:00,17.5077,17.8121,0.304439,9.65482,0.636
2011-01-13 08:00:00,19.2724,17.0075,-2.26493,10.4985,0.608
2011-01-13 09:00:00,22.4883,19.0822,-3.40605,11.9509,0.599
2011-01-13 10:00:00,25.5924,21.6084,-3.98399,12.8327,0.587
2011-01-13 11:00:00,28.0896,23.9329,-4.1567,13.0065,0.582
2011-01-13 12:00:00,30.1536,25.9767,-4.17686,13.4597,0.381
2011-01-13 13:00:00,31.6609,27.5558,-4.1051,13.4572,0.547
2011-01-13 14:00:00,32.4666,28.7807,-3.68583,13.4174,0.525
2011-01-13 15:00:00,31.8115,28.9112,-2.90034,13.2645,0.514
2011-01-13 16:00:00,29.1845,27.4665,-1.71803,13.2398,0.493
2011-01-13 17:00:00,24.5697,23.3557,-1.21398,12.741,0.402
2011-01-13 18:00:00,21.8517,18.7245,-3.12716,12.7199,0.416
2011-01-13 19:00:00,20.5703,16.2214,-4.34898,13.3855,0.39
2011-01-13 20:00:00,20.2903,15.428,-4.86236,13.1508,0.426
2011-01-13 21:00:00,19.9037,15.5989,-4.30481,12.6671,0.464
2011-01-13 22:00:00,19.5419,16.0833,-3.45858,12.4827,0.481
2011-01-13 23:00:00,19.265,16.5262,-2.73883,11.5222,0.496
2011-01-14 00:00:00,19.0338,16.9842,-2.04957,13.2767,0.454
2011-01-14 01:00:00,18.8359,17.0324,-1.80352,13.3346,0.428
2011-01-14 02:00:00,18.8887,17.559,-1.32975,11.1074,0.534
2011-01-14 03:00:00,19.1886,17.7277,-1.46083,10.7497,0.508
2011-01-14 04:00:00,18.8579,17.018,-1.83987,10.2372,0.506
2011-01-14 05:00:00,17.7409,16.9042,-0.836626,9.96437,0.519
2011-01-14 06:00:00,16.5616,15.8852,-0.676418,9.74585,0.532
2011-01-14 07:00:00,15.7834,14.4111,-1.37226,9.93554,0.533
2011-01-14 08:00:00,17.1302,13.8111,-3.31909,10.8774,0.535
2011-01-14 09:00:00,20.9469,16.6127,-4.33413,12.5368,0.541
2011-01-14 10:00:00,24.8438,20.4877,-4.35609,13.0096,0.567
2011-01-14 11:00:00,27.7461,23.8455,-3.90061,13.4782,0.551
2011-01-14 12:00:00,30.0016,27.0369,-2.96461,13.4618,0.419
2011-01-14 13:00:00,31.6862,29.272,-2.41414,13.7894,0.53
2011-01-14 14:00:00,32.339,30.8232,-1.51581,13.8791,0.516
2011-01-14 15:00:00,31.9939,31.2425,-0.751385,13.841,0.507
2011-01-14 16:00:00,29.4094,29.8727,0.463276,13.6002,0.515
2011-01-14 17:00:00,24.9848,25.4198,0.435021,12.4491,0.479
2011-01-14 18:00:00,22.207,20.3783,-1.82874,13.0387,0.462
2011-01-14 19:00:00,21.1231,18.206,-2.91705,13.1209,0.46
2011-01-14 20:00:00,20.6712,17.8953,-2.77598,13.0125,0.48
2011-01-14 21:00:00,20.2781,18.2187,-2.05943,12.5926,0.523
2011-01-14 22:00:00,19.8435,18.7203,-1.12312,12.5652,0.532
2011-01-14 23:00:00,20.0062,19.3381,-0.668015,12.0807,0.523
2011-01-15 00:00:00,19.819,19.7949,-0.0241644,13.6059,0.498
2011-01-15 01:00:00,19.4394,19.8144,0.375007,13.171,0.511
2011-01-15 02:00:00,19.4444,20.0744,0.629958,10.8799,0.544
2011-01-15 03:00:00,20.1715,20.1616,-0.00984525,10.7285,0.549
2011-01-15 04:00:00,19.5866,19.7521,0.165502,10.8219,0.528
2011-01-15 05:00:00,18.4655,19.8743,1.40876,10.8979,0.536
2011-01-15 06:00:00,17.9035,19.1687,1.26514,10.7888,0.545
2011-01-15 07:00:00,17.2798,18.2237,0.94387,10.6501,0.556
2011-01-15 08:00:00,18.7202,17.4681,-1.25204,10.8543,0.56
2011-01-15 09:00:00,22.1208,18.9806,-3.14022,11.6689,0.568
2011-01-15 10:00:00,26.1008,21.3502,-4.75058,12.0965,0.582
2011-01-15 11:00:00,29.3415,24.3088,-5.03265,12.1291,0.587
2011-01-15 12:00:00,31.6034,27.4392,-4.16419,13.0366,0.513
2011-01-15 13:00:00,33.3497,29.7559,-3.59383,12.242,0.559
2011-01-15 14:00:00,33.9923,31.0771,-2.91528,12.1513,0.546
2011-01-15 15:00:00,33.474,31.3554,-2.11859,12.7085,0.482
2011-01-15 16:00:00,31.2951,30.1281,-1.16705,12.984,0.446
2011-01-15 17:00:00,26.523,25.8619,-0.661066,12.514,0.518
2011-01-15 18:00:00,23.2113,20.7668,-2.44454,12.5023,0.515
2011-01-15 19:00:00,21.977,18.6295,-3.34748,12.9698,0.503
2011-01-15 20:00:00,21.1031,18.165,-2.93808,12.9345,0.497
2011-01-15 21:00:00,20.5131,18.4373,-2.07588,12.7224,0.495
2011-01-15 22:00:00,20.3833,19.1949,-1.1884,12.419,0.492
2011-01-15 23:00:00,19.9784,19.0745,-0.90384,11.6095,0.492
2011-01-16 00:00:00,19.7322,19.443,-0.289154,13.5225,0.391
2011-01-16 01:00:00,19.5816,19.2972,-0.284393,13.4877,0.365
2011-01-16 02:00:00,19.4486,19.7142,0.265577,11.3156,0.435
2011-01-16 03:00:00,20.3993,20.0074,-0.39189,10.821,0.45
2011-01-16 04:00:00,20.7108,19.5014,-1.20936,10.4622,0.447
2011-01-16 05:00:00,19.385,19.4259,0.040902,10.4983,0.44
2011-01-16 06:00:00,18.6181,18.8594,0.241303,10.643,0.442
2011-01-16 07:00:00,18.5061,17.9744,-0.531716,10.9827,0.454
2011-01-16 08:00:00,19.8372,17.2325,-2.60466,11.5894,0.454
2011-01-16 09:00:00,22.7055,18.6308,-4.07468,12.0558,0.5
