"Date","CMAQ_2011_12k_Obs_mean","CMAQ_2011_12k_Mod_mean","CMAQ_2011_12k_MB","CMAQ_2011_12k_RMSE","CMAQ_2011_12k_COR"
2011-08-09 19:00:00,36.462,46.2542,9.7922,15.6573,0.502
2011-08-09 20:00:00,32.6954,40.4408,7.74539,14.3554,0.525
2011-08-09 21:00:00,30.317,36.7202,6.40317,13.188,0.472
2011-08-09 22:00:00,28.7271,34.9148,6.18775,12.5575,0.472
2011-08-09 23:00:00,27.8262,34.0392,6.21303,12.6481,0.516
2011-08-10 00:00:00,26.9331,33.3584,6.42529,14.1036,0.507
2011-08-10 01:00:00,25.2691,32.4649,7.19578,14.4848,0.508
2011-08-10 02:00:00,24.0209,31.513,7.49211,9.79762,0.734
2011-08-10 03:00:00,22.7092,30.5777,7.86857,9.99882,0.757
2011-08-10 04:00:00,20.7707,29.2909,8.52017,10.2747,0.777
2011-08-10 05:00:00,18.6044,26.9723,8.36782,10.4297,0.793
2011-08-10 06:00:00,19.0223,24.5046,5.48226,10.6203,0.794
2011-08-10 07:00:00,23.5253,25.8215,2.29629,10.9635,0.788
2011-08-10 08:00:00,29.2305,31.2147,1.98422,11.7374,0.76
2011-08-10 09:00:00,34.5793,37.1151,2.5358,12.6335,0.725
2011-08-10 10:00:00,39.0229,42.2783,3.25546,13.8701,0.687
2011-08-10 11:00:00,42.272,46.3658,4.09384,13.7115,0.67
2011-08-10 12:00:00,44.2798,49.0617,4.78188,14.7243,0.5
2011-08-10 13:00:00,45.6158,50.7754,5.15966,12.7517,0.639
2011-08-10 14:00:00,46.4032,51.6308,5.22765,12.4279,0.616
2011-08-10 15:00:00,46.4202,51.9742,5.55399,12.4172,0.612
2011-08-10 16:00:00,45.9378,51.8906,5.95278,12.5098,0.598
2011-08-10 17:00:00,44.5237,51.1571,6.6334,14.8293,0.513
2011-08-10 18:00:00,40.7855,48.8952,8.10967,15.1112,0.507
2011-08-10 19:00:00,35.2238,43.3476,8.12381,15.1808,0.512
2011-08-10 20:00:00,30.8394,36.4345,5.59517,13.3754,0.543
2011-08-10 21:00:00,28.0016,31.9789,3.97729,11.4925,0.562
2011-08-10 22:00:00,26.0628,29.8799,3.8171,10.4854,0.611
2011-08-10 23:00:00,24.724,28.6891,3.96516,10.039,0.675
2011-08-11 00:00:00,23.7408,28.3337,4.59293,12.6811,0.59
2011-08-11 01:00:00,22.4483,27.6667,5.21847,13.174,0.577
2011-08-11 02:00:00,21.0908,27.0716,5.98083,9.71491,0.651
2011-08-11 03:00:00,19.6658,26.2572,6.59136,10.3646,0.654
2011-08-11 04:00:00,17.7428,25.0082,7.26546,10.9042,0.664
2011-08-11 05:00:00,16.2911,22.7042,6.41311,11.5898,0.654
2011-08-11 06:00:00,16.8424,20.3753,3.53284,12.3596,0.634
2011-08-11 07:00:00,21.4757,21.8759,0.400278,12.3096,0.651
2011-08-11 08:00:00,27.835,27.0309,-0.804049,12.3416,0.662
2011-08-11 09:00:00,33.855,33.4187,-0.43637,12.7064,0.652
2011-08-11 10:00:00,38.46,39.7269,1.26681,13.9653,0.618
2011-08-11 11:00:00,41.9807,44.6966,2.71595,14.2539,0.587
2011-08-11 12:00:00,44.2656,48.1135,3.8479,13.5459,0.565
2011-08-11 13:00:00,45.6906,50.4387,4.74809,13.4564,0.57
2011-08-11 14:00:00,46.3071,51.807,5.49991,13.4758,0.57
2011-08-11 15:00:00,46.6038,52.3137,5.70989,13.6247,0.565
2011-08-11 16:00:00,46.2271,52.1206,5.89347,13.8813,0.551
2011-08-11 17:00:00,44.9379,51.2961,6.35811,13.4049,0.603
2011-08-11 18:00:00,41.0738,49.1242,8.05039,13.5265,0.607
2011-08-11 19:00:00,35.2166,43.5006,8.28394,13.3758,0.582
2011-08-11 20:00:00,30.5499,36.5148,5.96496,11.7066,0.606
2011-08-11 21:00:00,27.2675,32.1809,4.91348,9.63295,0.65
2011-08-11 22:00:00,25.1862,30.0365,4.8503,9.2312,0.651
2011-08-11 23:00:00,23.435,28.5876,5.15256,9.40962,0.644
2011-08-12 00:00:00,22.1735,27.6705,5.49705,14.0025,0.536
2011-08-12 01:00:00,21.0825,26.8776,5.79514,14.0399,0.544
2011-08-12 02:00:00,19.7642,26.0794,6.31518,9.95326,0.662
2011-08-12 03:00:00,18.8802,25.173,6.29282,10.6788,0.672
2011-08-12 04:00:00,16.9536,23.9884,7.03472,11.5423,0.669
2011-08-12 05:00:00,15.7543,21.9367,6.1824,12.3003,0.661
2011-08-12 06:00:00,16.3158,19.4927,3.17686,12.7352,0.673
2011-08-12 07:00:00,21.3688,21.3505,-0.0183044,13.1296,0.684
2011-08-12 08:00:00,28.1056,27.6543,-0.451299,13.2729,0.696
2011-08-12 09:00:00,34.9665,35.2877,0.321256,13.8866,0.696
2011-08-12 10:00:00,41.0287,42.5131,1.48442,15.7479,0.655
2011-08-12 11:00:00,45.4707,48.2689,2.79819,16.3964,0.57
2011-08-12 12:00:00,48.1281,52.0736,3.9455,14.1199,0.545
2011-08-12 13:00:00,49.8075,54.5359,4.72838,15.5192,0.495
2011-08-12 14:00:00,50.5075,56.0105,5.50306,15.4551,0.476
2011-08-12 15:00:00,50.4886,56.6747,6.18612,15.5273,0.477
2011-08-12 16:00:00,49.7461,56.5526,6.80652,15.7431,0.467
2011-08-12 17:00:00,47.6025,55.6636,8.06111,13.8291,0.57
2011-08-12 18:00:00,43,53.3156,10.3156,13.989,0.57
2011-08-12 19:00:00,36.8814,46.8271,9.94566,13.8409,0.555
2011-08-12 20:00:00,32.1031,38.5337,6.43061,12.3249,0.569
2011-08-12 21:00:00,28.9914,34.2089,5.21747,10.4751,0.615
2011-08-12 22:00:00,27.0268,32.4273,5.4005,9.84153,0.622
2011-08-12 23:00:00,25.3587,31.538,6.17933,9.90493,0.625
2011-08-13 00:00:00,24.3172,31.0879,6.77066,15.3707,0.509
2011-08-13 01:00:00,23.0353,30.7761,7.74077,15.941,0.497
2011-08-13 02:00:00,21.7452,30.192,8.44686,13.0761,0.465
2011-08-13 03:00:00,20.7301,29.2275,8.49741,13.6073,0.512
2011-08-13 04:00:00,18.9464,28.2261,9.27968,14.5755,0.537
2011-08-13 05:00:00,17.6455,26.8909,9.24539,15.185,0.564
2011-08-13 06:00:00,18.1564,25.5062,7.34983,15.2928,0.592
2011-08-13 07:00:00,23.0016,27.0868,4.08528,15.675,0.594
2011-08-13 08:00:00,29.5168,33.0167,3.4999,16.1764,0.588
2011-08-13 09:00:00,36.4578,40.0004,3.54258,16.6367,0.587
2011-08-13 10:00:00,42.6682,46.7106,4.04233,17.2628,0.574
2011-08-13 11:00:00,47.0408,52.1642,5.12349,17.2577,0.526
2011-08-13 12:00:00,49.5569,55.7654,6.20855,16.2311,0.492
2011-08-13 13:00:00,50.644,57.7572,7.11318,16.2419,0.466
2011-08-13 14:00:00,50.8406,58.5955,7.75486,15.5301,0.476
2011-08-13 15:00:00,50.3992,58.5796,8.18041,15.089,0.465
2011-08-13 16:00:00,49.19,58.0859,8.89587,15.7243,0.437
2011-08-13 17:00:00,47.1439,57.0217,9.87786,16.0671,0.493
2011-08-13 18:00:00,43.3662,54.6437,11.2775,16.4657,0.47
2011-08-13 19:00:00,38.4131,49.4615,11.0484,16.364,0.466
2011-08-13 20:00:00,34.5553,43.2402,8.68489,14.8987,0.471
2011-08-13 21:00:00,31.7557,39.2503,7.49457,12.6779,0.496
2011-08-13 22:00:00,31.0536,37.0258,5.97222,12.5049,0.476
2011-08-13 23:00:00,29.143,35.2973,6.15428,12.9812,0.453
2011-08-14 00:00:00,28.0637,34.3022,6.2385,15.7095,0.432
2011-08-14 01:00:00,26.4197,33.4637,7.04393,16.2069,0.418
2011-08-14 02:00:00,25.7576,32.8601,7.10245,13.9785,0.438
2011-08-14 03:00:00,25.5921,32.6012,7.00905,13.4588,0.549
2011-08-14 04:00:00,24.4507,32.0047,7.55396,13.5248,0.609
2011-08-14 05:00:00,23.1316,31.1761,8.04452,13.6321,0.648
2011-08-14 06:00:00,23.5425,30.3759,6.83337,13.8153,0.659
2011-08-14 07:00:00,27.2665,32.1339,4.86746,13.8843,0.661
2011-08-14 08:00:00,32.0674,37.6583,5.59093,13.9781,0.649
2011-08-14 09:00:00,36.9499,43.7162,6.76627,14.005,0.655
2011-08-14 10:00:00,40.8701,48.3555,7.48542,14.7589,0.647
2011-08-14 11:00:00,43.6241,51.4951,7.87096,15.244,0.607
2011-08-14 12:00:00,45.0698,53.4141,8.3443,16.1842,0.416
2011-08-14 13:00:00,45.59,54.3894,8.79945,14.5314,0.555
2011-08-14 14:00:00,45.6975,54.6013,8.90378,14.486,0.512
2011-08-14 15:00:00,45.467,54.2239,8.75688,14.6158,0.486
2011-08-14 16:00:00,44.7524,53.4529,8.70058,14.4134,0.495
2011-08-14 17:00:00,43.2457,52.2554,9.00973,16.246,0.416
2011-08-14 18:00:00,40.0078,50.1021,10.0942,16.6583,0.396
2011-08-14 19:00:00,35.4699,45.8714,10.4015,16.9238,0.386
2011-08-14 20:00:00,32.0369,40.3281,8.2912,16.0913,0.381
2011-08-14 21:00:00,29.7201,36.6552,6.93512,14.9502,0.331
2011-08-14 22:00:00,27.9976,34.3861,6.38851,14.5194,0.288
2011-08-14 23:00:00,26.6098,33.0686,6.45876,14.2736,0.338
2011-08-15 00:00:00,25.4008,32.1647,6.76388,14.5222,0.501
2011-08-15 01:00:00,24.4323,31.5746,7.14227,14.5694,0.52
2011-08-15 02:00:00,22.9754,30.9347,7.95934,12.3725,0.555
2011-08-15 03:00:00,21.4256,30.0944,8.66878,12.8022,0.599
2011-08-15 04:00:00,20.0289,29.6784,9.64952,13.5225,0.618
2011-08-15 05:00:00,18.0379,27.9957,9.95781,13.9168,0.637
2011-08-15 06:00:00,18.2553,26.2394,7.9841,14.4033,0.637
2011-08-15 07:00:00,22.5,27.658,5.15798,14.9825,0.619
2011-08-15 08:00:00,27.9558,32.6456,4.68981,15.6681,0.589
2011-08-15 09:00:00,33.4774,38.2645,4.78709,16.1872,0.565
2011-08-15 10:00:00,38.0592,43.3571,5.29799,17.1687,0.502
2011-08-15 11:00:00,41.6215,47.8369,6.2154,16.2376,0.505
2011-08-15 12:00:00,44.0679,51.0252,6.95736,14.9727,0.521
2011-08-15 13:00:00,45.5028,53.1102,7.60745,15.0825,0.506
2011-08-15 14:00:00,46.0016,54.0761,8.07453,15.1069,0.489
2011-08-15 15:00:00,45.9205,54.4109,8.49044,15.2388,0.481
2011-08-15 16:00:00,45.0683,54.1146,9.0463,15.2155,0.489
2011-08-15 17:00:00,43.1311,52.9938,9.86267,14.9148,0.57
2011-08-15 18:00:00,39.123,50.1929,11.0699,15.9546,0.545
2011-08-15 19:00:00,34.0375,44.0466,10.0091,16.3582,0.537
2011-08-15 20:00:00,30.1133,37.308,7.19471,15.1652,0.552
2011-08-15 21:00:00,27.6661,33.7061,6.04,13.5034,0.53
2011-08-15 22:00:00,25.7984,31.8915,6.0931,13.0374,0.493
2011-08-15 23:00:00,24.3389,30.6745,6.33558,12.621,0.501
2011-08-16 00:00:00,23.1652,29.9682,6.80301,15.1592,0.492
2011-08-16 01:00:00,22.1079,29.2908,7.1829,15.3632,0.494
2011-08-16 02:00:00,20.8057,28.4846,7.67892,10.9424,0.613
2011-08-16 03:00:00,19.6329,27.6476,8.0147,11.813,0.624
2011-08-16 04:00:00,18.1965,26.6017,8.40517,12.4935,0.642
2011-08-16 05:00:00,16.2896,24.0609,7.77125,13.1339,0.648
2011-08-16 06:00:00,16.5122,21.4823,4.97005,13.5382,0.656
2011-08-16 07:00:00,21.0629,22.0998,1.0368,13.8101,0.669
2011-08-16 08:00:00,27.6174,27.3328,-0.28454,14.2624,0.672
2011-08-16 09:00:00,34.1635,34.1762,0.0126646,15.0491,0.667
2011-08-16 10:00:00,39.7328,40.7337,1.0009,17.1062,0.618
2011-08-16 11:00:00,43.8798,46.1321,2.25224,17.6735,0.542
2011-08-16 12:00:00,46.5343,50.0383,3.504,15.5724,0.499
2011-08-16 13:00:00,48.0263,52.9342,4.90792,16.635,0.5
2011-08-16 14:00:00,48.8592,54.5778,5.71859,17.2628,0.456
2011-08-16 15:00:00,48.8657,55.4792,6.61343,17.2311,0.454
2011-08-16 16:00:00,48.0125,55.6231,7.61057,17.0432,0.471
2011-08-16 17:00:00,45.7561,54.7927,9.03666,15.3224,0.518
2011-08-16 18:00:00,40.5332,52.0497,11.5165,15.3201,0.529
2011-08-16 19:00:00,33.4891,44.7478,11.2587,14.7662,0.554
2011-08-16 20:00:00,28.4762,36.4411,7.96486,12.9304,0.585
2011-08-16 21:00:00,25.2282,32.205,6.97682,10.5806,0.62
2011-08-16 22:00:00,23.1007,30.3277,7.22701,10.1067,0.614
2011-08-16 23:00:00,21.2982,29.2645,7.96627,10.4031,0.604
2011-08-17 00:00:00,20.0736,28.4669,8.39324,16.785,0.475
2011-08-17 01:00:00,18.5548,27.8786,9.32386,17.2006,0.455
2011-08-17 02:00:00,17.4756,27.066,9.5904,12.4528,0.525
2011-08-17 03:00:00,16.7674,25.8012,9.03381,12.2483,0.594
2011-08-17 04:00:00,15.2209,24.3583,9.13741,12.3123,0.644
2011-08-17 05:00:00,13.6082,21.8565,8.24831,12.9363,0.669
2011-08-17 06:00:00,13.6782,19.0277,5.34947,13.3274,0.692
2011-08-17 07:00:00,18.4234,19.9199,1.49654,13.4981,0.714
2011-08-17 08:00:00,26.1621,26.351,0.188928,14.1026,0.704
2011-08-17 09:00:00,34.6188,35.2364,0.617621,15.195,0.676
2011-08-17 10:00:00,42.2676,44.0995,1.83195,17.241,0.621
2011-08-17 11:00:00,47.988,51.5592,3.57124,17.5404,0.517
2011-08-17 12:00:00,51.5362,56.3355,4.79929,16.8337,0.473
2011-08-17 13:00:00,52.9912,59.134,6.14278,16.8089,0.444
2011-08-17 14:00:00,53.7329,60.603,6.87017,16.733,0.435
2011-08-17 15:00:00,53.8742,61.1223,7.24811,16.8396,0.444
2011-08-17 16:00:00,52.989,60.9503,7.96133,17.1411,0.437
2011-08-17 17:00:00,50.5161,59.7125,9.1964,15.9563,0.518
2011-08-17 18:00:00,44.8867,56.0943,11.2076,16.0076,0.494
2011-08-17 19:00:00,37.9357,47.5057,9.56998,15.2343,0.522
2011-08-17 20:00:00,32.536,38.9475,6.41147,13.2567,0.564
2011-08-17 21:00:00,28.9328,34.8557,5.9229,10.9795,0.599
2011-08-17 22:00:00,26.5099,33.1942,6.68427,11.2202,0.554
2011-08-17 23:00:00,24.6961,32.3844,7.68821,12.3374,0.502
2011-08-18 00:00:00,23.6127,31.828,8.21531,17.239,0.437
2011-08-18 01:00:00,22.2801,31.0232,8.7431,17.15,0.458
2011-08-18 02:00:00,20.7396,30.2812,9.54159,11.0284,0.643
2011-08-18 03:00:00,19.8883,29.1368,9.24852,11.6339,0.688
2011-08-18 04:00:00,18.0662,27.4635,9.39727,12.3567,0.706
2011-08-18 05:00:00,15.8829,25.0736,9.19074,13.1178,0.711
2011-08-18 06:00:00,16.0071,22.0925,6.08536,13.8067,0.705
2011-08-18 07:00:00,21.1831,22.577,1.39397,14.8985,0.681
2011-08-18 08:00:00,29.2541,29.3709,0.116818,15.9286,0.654
2011-08-18 09:00:00,37.5786,38.6965,1.11785,17.8331,0.576
2011-08-18 10:00:00,45.1738,47.7028,2.52905,19.8908,0.482
2011-08-18 11:00:00,50.3995,54.9547,4.55515,19.4555,0.39
2011-08-18 12:00:00,53.8073,59.5955,5.78817,17.4177,0.445
2011-08-18 13:00:00,55.3492,62.2498,6.90057,17.2885,0.382
2011-08-18 14:00:00,55.8773,63.4524,7.57509,16.7272,0.385
2011-08-18 15:00:00,55.138,63.638,8.49993,16.5456,0.412
2011-08-18 16:00:00,53.3013,63.0109,9.70968,16.4395,0.437
2011-08-18 17:00:00,50.018,61.4152,11.3972,17.1641,0.446
2011-08-18 18:00:00,44.9537,57.9236,12.9699,17.2575,0.445
2011-08-18 19:00:00,39.3137,50.0533,10.7395,16.6584,0.492
2011-08-18 20:00:00,35.2813,41.7245,6.44317,14.6819,0.517
2011-08-18 21:00:00,32.3422,37.3492,5.00702,12.4468,0.524
2011-08-18 22:00:00,30.034,35.4119,5.37793,11.964,0.52
2011-08-18 23:00:00,28.0905,34.1136,6.02301,11.5306,0.566
2011-08-19 00:00:00,26.8031,33.1058,6.30275,16.4799,0.444
2011-08-19 01:00:00,24.7322,31.9234,7.19124,16.9606,0.438
2011-08-19 02:00:00,23.3852,30.8129,7.42772,12.157,0.616
2011-08-19 03:00:00,22.0938,29.5194,7.42558,12.4316,0.673
2011-08-19 04:00:00,19.6374,27.2574,7.62004,12.9515,0.69
2011-08-19 05:00:00,17.1643,24.727,7.56273,13.6944,0.684
2011-08-19 06:00:00,16.8712,21.5953,4.7241,14.7578,0.659
2011-08-19 07:00:00,21.6529,22.5839,0.931046,16.0664,0.626
2011-08-19 08:00:00,29.3139,30.314,1.00002,17.4089,0.593
2011-08-19 09:00:00,36.893,39.8216,2.92867,18.6969,0.554
2011-08-19 10:00:00,43.6948,48.4401,4.74525,19.7084,0.521
2011-08-19 11:00:00,48.8987,55.3195,6.42087,19.2666,0.418
2011-08-19 12:00:00,52.251,59.5975,7.34646,16.9016,0.445
2011-08-19 13:00:00,53.8323,61.9969,8.16458,17.8827,0.33
2011-08-19 14:00:00,54.5149,63.2731,8.7582,17.0291,0.353
2011-08-19 15:00:00,53.8576,63.5599,9.7023,16.5883,0.385
2011-08-19 16:00:00,52.0985,63.0267,10.9282,16.3248,0.418
2011-08-19 17:00:00,49.1435,61.4609,12.3173,16.9122,0.452
2011-08-19 18:00:00,44.3055,58.016,13.7105,16.6329,0.474
2011-08-19 19:00:00,38.5717,50.142,11.5704,16.416,0.499
2011-08-19 20:00:00,34,41.2016,7.20164,14.4477,0.546
2011-08-19 21:00:00,30.5546,36.2959,5.74127,12.3726,0.57
2011-08-19 22:00:00,27.9091,33.9847,6.07564,11.8906,0.559
2011-08-19 23:00:00,25.7934,32.6792,6.88573,12.1128,0.566
2011-08-20 00:00:00,24.3875,32.2034,7.81587,16.3127,0.449
2011-08-20 01:00:00,22.8577,31.4608,8.60304,16.6607,0.444
2011-08-20 02:00:00,21.3452,30.6387,9.29345,11.9742,0.619
2011-08-20 03:00:00,20.4504,29.8419,9.3915,12.8564,0.64
2011-08-20 04:00:00,18.6843,28.6258,9.94157,13.8407,0.655
2011-08-20 05:00:00,17.6432,27.2386,9.59539,14.2161,0.682
2011-08-20 06:00:00,18.0688,25.6128,7.54398,13.9749,0.716
2011-08-20 07:00:00,23.0751,26.8769,3.80189,14.0076,0.729
2011-08-20 08:00:00,30.2066,33.3108,3.10425,14.6837,0.717
2011-08-20 09:00:00,37.2433,41.3041,4.0608,16.2062,0.688
2011-08-20 10:00:00,43.7062,48.8489,5.14262,18.3295,0.611
2011-08-20 11:00:00,48.6255,55.0722,6.44674,17.5037,0.551
2011-08-20 12:00:00,51.6495,59.1967,7.5472,16.6916,0.465
2011-08-20 13:00:00,52.8903,61.1803,8.28998,16.2284,0.478
2011-08-20 14:00:00,53.2226,61.6948,8.47222,15.8248,0.464
2011-08-20 15:00:00,52.9133,61.5256,8.6123,16.1344,0.465
2011-08-20 16:00:00,51.3159,60.7464,9.43056,16.2684,0.449
2011-08-20 17:00:00,47.9757,59.3553,11.3796,16.537,0.488
2011-08-20 18:00:00,42.9445,56.2256,13.2811,16.5258,0.495
2011-08-20 19:00:00,37.441,48.8377,11.3967,16.6342,0.47
2011-08-20 20:00:00,33.31,41.1495,7.83942,14.9981,0.494
2011-08-20 21:00:00,30.5917,36.9108,6.3191,12.2821,0.536
2011-08-20 22:00:00,27.9699,34.4056,6.43565,11.6196,0.557
2011-08-20 23:00:00,26.3491,33.236,6.8869,11.728,0.582
2011-08-21 00:00:00,24.9101,32.3765,7.46642,16.5077,0.43
2011-08-21 01:00:00,23.1717,31.062,7.89028,16.3599,0.456
2011-08-21 02:00:00,22.1481,29.934,7.78598,11.6793,0.575
2011-08-21 03:00:00,20.6986,28.7587,8.06012,12.3846,0.615
2011-08-21 04:00:00,19.6465,27.9001,8.25364,13.1254,0.648
2011-08-21 05:00:00,18.7906,26.454,7.66345,13.9471,0.655
2011-08-21 06:00:00,19.3059,24.7838,5.47792,14.444,0.667
2011-08-21 07:00:00,23.7012,25.768,2.06686,14.7456,0.68
2011-08-21 08:00:00,30.0525,31.6672,1.61466,14.8931,0.686
2011-08-21 09:00:00,36.2698,39.3419,3.0721,15.8457,0.64
2011-08-21 10:00:00,41.6714,46.385,4.7136,17.1741,0.567
2011-08-21 11:00:00,45.5039,52.08,6.57608,16.6592,0.511
2011-08-21 12:00:00,47.7203,55.7813,8.06109,15.8097,0.479
2011-08-21 13:00:00,48.6625,57.7198,9.05735,14.9879,0.485
2011-08-21 14:00:00,48.8551,58.5624,9.70728,14.3751,0.476
2011-08-21 15:00:00,48.31,58.5559,10.2459,14.6984,0.47
2011-08-21 16:00:00,47.1509,57.7539,10.603,14.744,0.478
2011-08-21 17:00:00,44.8412,56.1487,11.3075,15.7031,0.512
2011-08-21 18:00:00,40.6643,53.1349,12.4706,15.7562,0.499
2011-08-21 19:00:00,35.8544,47.0477,11.1933,15.2736,0.493
2011-08-21 20:00:00,32.5308,40.4588,7.928,13.9067,0.503
2011-08-21 21:00:00,30.1984,36.222,6.02354,11.5087,0.535
2011-08-21 22:00:00,28.08,33.8619,5.78193,10.7873,0.539
2011-08-21 23:00:00,26.0816,32.1233,6.04161,11.1805,0.542
2011-08-22 00:00:00,25.1205,30.8104,5.68993,14.4105,0.501
2011-08-22 01:00:00,23.8417,30.0274,6.18572,14.2037,0.545
2011-08-22 02:00:00,21.9871,29.2863,7.29918,9.55339,0.738
2011-08-22 03:00:00,20.5284,27.9417,7.41326,10.4678,0.756
2011-08-22 04:00:00,19.0034,26.7191,7.71569,11.3624,0.759
2011-08-22 05:00:00,16.7753,24.2205,7.44519,12.135,0.753
2011-08-22 06:00:00,16.5654,21.5879,5.02249,12.5015,0.764
2011-08-22 07:00:00,21.2504,22.2912,1.04082,12.557,0.774
2011-08-22 08:00:00,27.9103,28.2435,0.333237,12.9042,0.774
2011-08-22 09:00:00,33.9855,35.3639,1.37843,13.8189,0.757
2011-08-22 10:00:00,39.2435,42.0864,2.84283,15.4473,0.723
2011-08-22 11:00:00,42.9552,47.5435,4.58831,15.7371,0.642
2011-08-22 12:00:00,45.192,50.9081,5.7161,14.4559,0.566
2011-08-22 13:00:00,46.2053,52.6843,6.47904,14.941,0.586
2011-08-22 14:00:00,46.8224,53.8094,6.98703,14.3521,0.593
2011-08-22 15:00:00,46.7677,54.0493,7.28155,14.2537,0.59
2011-08-22 16:00:00,46.0911,53.805,7.71385,14.1867,0.589
2011-08-22 17:00:00,44.1516,52.8646,8.713,13.8418,0.617
2011-08-22 18:00:00,39.635,50.226,10.591,13.9914,0.621
2011-08-22 19:00:00,33.5071,43.1842,9.67717,13.7433,0.629
2011-08-22 20:00:00,28.6847,35.3981,6.71333,12.2656,0.65
2011-08-22 21:00:00,25.7408,31.1132,5.37248,10.2446,0.674
2011-08-22 22:00:00,23.637,29.1086,5.47156,9.49621,0.667
2011-08-22 23:00:00,22.48,28.0172,5.53726,9.28726,0.697
2011-08-23 00:00:00,21.5627,27.0826,5.51986,13.8019,0.596
2011-08-23 01:00:00,20.6731,26.4481,5.77499,13.4904,0.616
2011-08-23 02:00:00,19.5436,25.7849,6.24131,10.2977,0.664
2011-08-23 03:00:00,18.7107,24.7695,6.05882,10.8245,0.701
2011-08-23 04:00:00,17.3123,23.5958,6.28351,11.5539,0.726
2011-08-23 05:00:00,15.3391,21.9572,6.61809,12.4222,0.721
2011-08-23 06:00:00,15.5631,19.7821,4.21894,13.3093,0.71
2011-08-23 07:00:00,20.3029,20.6725,0.369583,14.1019,0.704
2011-08-23 08:00:00,27.2939,26.5033,-0.79062,15.0955,0.681
2011-08-23 09:00:00,34.4377,34.539,0.101253,15.8817,0.673
2011-08-23 10:00:00,40.9731,42.8084,1.83527,18.0276,0.61
2011-08-23 11:00:00,45.6067,49.2978,3.69112,18.0453,0.494
2011-08-23 12:00:00,48.584,53.5225,4.93851,13.5222,0.619
2011-08-23 13:00:00,50.4473,56.3691,5.92175,16.5614,0.451
2011-08-23 14:00:00,51.3049,58.0642,6.7593,15.6828,0.462
2011-08-23 15:00:00,51.6558,59.2764,7.6206,15.4582,0.488
2011-08-23 16:00:00,50.9874,59.5504,8.56299,15.5859,0.488
2011-08-23 17:00:00,48.8068,58.6479,9.84113,13.0452,0.645
2011-08-23 18:00:00,43.22,55.3477,12.1277,13.0942,0.634
2011-08-23 19:00:00,36.8297,46.7678,9.93819,13.4109,0.635
2011-08-23 20:00:00,32.7121,38.7734,6.0613,11.9058,0.66
2011-08-23 21:00:00,30.4598,35.2934,4.83359,9.79339,0.7
2011-08-23 22:00:00,28.8648,33.942,5.07722,9.41496,0.688
2011-08-23 23:00:00,27.5177,33.4332,5.91547,9.69898,0.667
2011-08-24 00:00:00,26.244,32.5669,6.32292,15.6441,0.483
2011-08-24 01:00:00,25.3647,32.1501,6.7854,15.575,0.491
2011-08-24 02:00:00,24.2179,31.8738,7.65592,10.743,0.64
2011-08-24 03:00:00,23.187,31.3816,8.19459,11.7505,0.658
2011-08-24 04:00:00,20.8802,29.7234,8.84321,12.3978,0.682
2011-08-24 05:00:00,18.5665,27.099,8.53258,12.9329,0.71
2011-08-24 06:00:00,18.5079,24.1913,5.68336,13.485,0.72
2011-08-24 07:00:00,23.4492,24.61,1.16078,14.0475,0.706
2011-08-24 08:00:00,31.022,30.5839,-0.438095,14.4336,0.699
2011-08-24 09:00:00,38.154,38.9573,0.803283,15.3902,0.665
2011-08-24 10:00:00,44.4605,46.6657,2.20526,16.0026,0.627
2011-08-24 11:00:00,49.4247,53.1631,3.73841,14.6234,0.615
2011-08-24 12:00:00,52.3955,57.6293,5.23382,15.6777,0.498
2011-08-24 13:00:00,53.8408,60.3087,6.46792,14.0554,0.585
2011-08-24 14:00:00,54.4416,61.5406,7.09892,14.3595,0.561
2011-08-24 15:00:00,54.0205,61.6801,7.65959,14.2843,0.561
2011-08-24 16:00:00,53.1486,61.1472,7.99858,13.9941,0.584
2011-08-24 17:00:00,50.7818,59.6575,8.87573,15.8982,0.499
2011-08-24 18:00:00,46.3349,56.0047,9.66976,16.2536,0.486
2011-08-24 19:00:00,41.7084,49.0031,7.2947,16.2099,0.499
2011-08-24 20:00:00,38.9586,43.1306,4.17205,14.7416,0.508
2011-08-24 21:00:00,36.8646,40.0028,3.13819,12.5297,0.498
2011-08-24 22:00:00,34.678,38.1216,3.44364,10.9885,0.521
2011-08-24 23:00:00,32.8574,37.2065,4.34911,10.3775,0.593
2011-08-25 00:00:00,31.62,35.9828,4.36276,14.1185,0.57
2011-08-25 01:00:00,29.9157,34.67,4.75424,14.3031,0.573
2011-08-25 02:00:00,28.1561,33.4228,5.26671,12.564,0.649
2011-08-25 03:00:00,27.2966,32.3529,5.05624,13.5912,0.676
2011-08-25 04:00:00,24.6057,30.4571,5.85143,14.301,0.694
2011-08-25 05:00:00,21.461,27.5011,6.04014,14.1356,0.729
2011-08-25 06:00:00,20.704,24.6846,3.98056,14.2374,0.739
2011-08-25 07:00:00,23.8637,24.6609,0.797145,14.0356,0.751
2011-08-25 08:00:00,29.1652,29.3748,0.209649,14.1618,0.746
2011-08-25 09:00:00,34.63,35.81,1.18,14.4977,0.734
2011-08-25 10:00:00,39.3489,42.3636,3.0147,14.8672,0.72
2011-08-25 11:00:00,43.0592,47.8386,4.77932,15.0688,0.65
2011-08-25 12:00:00,45.9735,51.6294,5.65588,14.5038,0.566
2011-08-25 13:00:00,47.5396,53.7463,6.20672,14.4596,0.603
