"Date","CMAQ_2010_36k_base_Obs_Average","CMAQ_2010_36k_base_Model_Average","CMAQ_2010_36k_base_Bias_Average","CMAQ_2010_36k_base_RMSE_Average","CMAQ_2010_36k_base_Corr_Average"
2010-06-17 22:00:00,27.1957,36.1663,8.97058,15.3887,0.549
2010-06-17 23:00:00,25.5366,35.0072,9.47062,15.3536,0.569
2010-06-18 00:00:00,24.1078,33.9448,9.83701,17.4167,0.441
2010-06-18 01:00:00,22.7544,32.9709,10.2165,17.236,0.479
2010-06-18 02:00:00,21.7378,32.0108,10.273,14.4294,0.687
2010-06-18 03:00:00,20.4574,31.1431,10.6857,14.4022,0.69
2010-06-18 04:00:00,18.5945,29.2434,10.6489,15.1163,0.675
2010-06-18 05:00:00,17.9622,27.0732,9.11098,15.9396,0.661
2010-06-18 06:00:00,20.5313,29.3229,8.79161,16.5999,0.659
2010-06-18 07:00:00,26.2169,36.0911,9.87418,17.0753,0.669
2010-06-18 08:00:00,32.4567,43.3531,10.8964,17.1835,0.682
2010-06-18 09:00:00,38.6204,49.3825,10.7622,16.6447,0.687
2010-06-18 10:00:00,43.8311,53.8992,10.0681,15.5704,0.661
2010-06-18 11:00:00,47.2144,56.8646,9.65017,15.5869,0.556
2010-06-18 12:00:00,49.0535,58.9146,9.86108,17.1882,0.476
2010-06-18 13:00:00,49.929,60.1772,10.2482,16.4751,0.45
2010-06-18 14:00:00,50.1585,60.8214,10.6629,16.7076,0.437
2010-06-18 15:00:00,49.7313,60.9295,11.1982,17.1113,0.437
2010-06-18 16:00:00,48.8473,60.3499,11.5026,17.6105,0.467
2010-06-18 17:00:00,47.3057,58.3346,11.0289,17.3451,0.518
2010-06-18 18:00:00,43.977,53.3535,9.37647,17.0618,0.528
2010-06-18 19:00:00,38.7861,46.7717,7.98564,16.2981,0.507
2010-06-18 20:00:00,34.1187,42.2502,8.13152,15.2704,0.51
2010-06-18 21:00:00,31.1727,39.7574,8.58477,15.3867,0.494
2010-06-18 22:00:00,28.7848,38.0796,9.29479,15.6723,0.529
2010-06-18 23:00:00,26.8664,37.154,10.2876,15.259,0.611
2010-06-19 00:00:00,25.5883,36.2004,10.6121,17.6795,0.487
2010-06-19 01:00:00,24.3234,35.3839,11.0605,17.8783,0.504
2010-06-19 02:00:00,23.7065,34.5286,10.8221,16.2653,0.62
2010-06-19 03:00:00,22.846,33.7097,10.8637,16.3665,0.617
2010-06-19 04:00:00,21.4583,33.1377,11.6794,16.6159,0.599
2010-06-19 05:00:00,20.702,31.5597,10.8578,16.7568,0.577
2010-06-19 06:00:00,23.4159,33.9992,10.5833,16.5715,0.581
2010-06-19 07:00:00,28.823,40.3198,11.4968,16.6036,0.57
2010-06-19 08:00:00,34.6121,46.8523,12.2401,16.2581,0.572
2010-06-19 09:00:00,40.0328,52.2958,12.263,15.5459,0.575
2010-06-19 10:00:00,44.3748,56.2047,11.8299,14.447,0.578
2010-06-19 11:00:00,46.8246,58.3373,11.5127,14.2131,0.561
2010-06-19 12:00:00,47.9795,59.296,11.3165,17.813,0.501
2010-06-19 13:00:00,48.5593,59.5853,11.026,15.035,0.546
2010-06-19 14:00:00,48.6178,59.4729,10.855,15.8478,0.55
2010-06-19 15:00:00,48.0811,58.9141,10.8329,16.7463,0.533
2010-06-19 16:00:00,47.1363,57.7323,10.596,17.1137,0.526
2010-06-19 17:00:00,45.6189,55.5483,9.92944,17.9632,0.492
2010-06-19 18:00:00,42.6277,51.2589,8.63126,18.6006,0.47
2010-06-19 19:00:00,38.1217,45.7425,7.6208,17.9829,0.452
2010-06-19 20:00:00,33.8444,41.9159,8.07146,16.5707,0.449
2010-06-19 21:00:00,30.8717,39.783,8.9113,16.1289,0.446
2010-06-19 22:00:00,29.0062,38.6006,9.59438,16.1873,0.531
2010-06-19 23:00:00,26.7008,36.7023,10.0014,16.2335,0.602
2010-06-20 00:00:00,25.306,35.6328,10.3268,17.2687,0.534
2010-06-20 01:00:00,23.4282,34.2414,10.8132,17.36,0.544
2010-06-20 02:00:00,22.0261,33.4032,11.377,15.3912,0.544
2010-06-20 03:00:00,21.1202,32.7064,11.5862,15.7116,0.51
2010-06-20 04:00:00,19.8565,31.8475,11.991,16.2275,0.479
2010-06-20 05:00:00,19.0837,30.4222,11.3385,16.5931,0.449
2010-06-20 06:00:00,21.985,32.8862,10.9012,16.489,0.452
2010-06-20 07:00:00,27.6945,38.7965,11.102,16.6127,0.453
2010-06-20 08:00:00,33.832,45.18,11.348,16.7674,0.43
2010-06-20 09:00:00,39.3128,50.6038,11.291,16.3058,0.421
2010-06-20 10:00:00,43.1083,54.2564,11.1481,15.3724,0.387
2010-06-20 11:00:00,45.568,56.374,10.8059,14.9179,0.336
2010-06-20 12:00:00,46.8225,57.6315,10.809,17.7818,0.528
2010-06-20 13:00:00,47.6125,58.2929,10.6804,15.7708,0.289
2010-06-20 14:00:00,47.7972,58.4275,10.6303,16.5061,0.325
2010-06-20 15:00:00,47.4745,58.268,10.7935,16.9801,0.334
2010-06-20 16:00:00,46.8793,57.5879,10.7086,17.1698,0.361
2010-06-20 17:00:00,45.6232,55.7672,10.144,17.6909,0.542
2010-06-20 18:00:00,42.7892,51.2233,8.43414,18.0576,0.521
2010-06-20 19:00:00,37.7797,44.8923,7.11257,17.341,0.517
2010-06-20 20:00:00,32.2605,40.3671,8.10659,16.0368,0.516
2010-06-20 21:00:00,28.69,37.5641,8.87413,15.217,0.492
2010-06-20 22:00:00,26.067,35.3753,9.30831,14.9952,0.503
2010-06-20 23:00:00,24.1613,33.876,9.71464,15.0588,0.543
2010-06-21 00:00:00,23.1164,32.9119,9.79549,17.3402,0.351
2010-06-21 01:00:00,21.7771,31.8866,10.1095,17.3695,0.37
2010-06-21 02:00:00,20.1695,30.5447,10.3752,17.6736,0.422
2010-06-21 03:00:00,19,30.1389,11.1389,18.0982,0.41
2010-06-21 04:00:00,16.853,28.9321,12.0791,18.0336,0.409
2010-06-21 05:00:00,16.44,28.235,11.7951,17.7436,0.428
2010-06-21 06:00:00,19.3119,30.9343,11.6224,17.3638,0.451
2010-06-21 07:00:00,25.5901,37.1487,11.5587,17.4135,0.426
2010-06-21 08:00:00,32.4145,44.2417,11.8271,17.1868,0.426
2010-06-21 09:00:00,38.1898,50.0679,11.8781,16.7043,0.434
2010-06-21 10:00:00,42.2807,54.3245,12.0438,15.491,0.429
2010-06-21 11:00:00,44.8672,56.9979,12.1307,14.6983,0.398
2010-06-21 12:00:00,46.638,58.4148,11.7768,17.7227,0.37
2010-06-21 13:00:00,47.7323,59.1373,11.405,15.1514,0.347
2010-06-21 14:00:00,48.0183,58.9546,10.9363,15.4914,0.337
2010-06-21 15:00:00,48.1674,58.4234,10.256,15.5075,0.356
2010-06-21 16:00:00,47.727,57.5689,9.84189,15.8573,0.375
2010-06-21 17:00:00,46.3031,55.5065,9.20333,17.925,0.398
2010-06-21 18:00:00,43.2401,50.8584,7.61827,18.381,0.392
2010-06-21 19:00:00,38.1463,44.2838,6.13758,18.0588,0.38
2010-06-21 20:00:00,33.5392,39.6026,6.06334,16.7514,0.433
2010-06-21 21:00:00,30.4012,36.8604,6.45924,16.2324,0.375
2010-06-21 22:00:00,28.4468,34.8038,6.35691,16.615,0.351
2010-06-21 23:00:00,26.7148,33.4457,6.73097,16.8482,0.425
2010-06-22 00:00:00,25.1909,31.8567,6.66586,15.6919,0.375
2010-06-22 01:00:00,24.2381,31.3311,7.09305,16.4595,0.375
2010-06-22 02:00:00,22.8791,30.3902,7.51107,16.9815,0.478
2010-06-22 03:00:00,21.815,30.1106,8.29559,16.5998,0.495
2010-06-22 04:00:00,19.5861,28.3201,8.73399,16.489,0.514
2010-06-22 05:00:00,18.4411,26.6916,8.25057,16.5349,0.525
2010-06-22 06:00:00,20.6066,29.2779,8.67126,16.4775,0.545
2010-06-22 07:00:00,26.2277,35.9414,9.71363,16.2527,0.549
2010-06-22 08:00:00,32.9166,43.5608,10.6442,15.7165,0.562
2010-06-22 09:00:00,39.2672,50.2186,10.9513,15.3034,0.571
2010-06-22 10:00:00,44.8091,55.3133,10.5042,14.6174,0.564
2010-06-22 11:00:00,48.8022,58.3073,9.50513,15.4427,0.471
2010-06-22 12:00:00,51.0335,60.1502,9.11675,16.7515,0.378
2010-06-22 13:00:00,52.4664,61.2653,8.79884,16.5619,0.418
2010-06-22 14:00:00,52.9719,61.6562,8.68423,17.1131,0.413
2010-06-22 15:00:00,52.84,61.2675,8.42751,17.3093,0.431
2010-06-22 16:00:00,52.0123,59.9169,7.90462,17.3256,0.471
2010-06-22 17:00:00,50.2998,57.5149,7.21508,16.5812,0.444
2010-06-22 18:00:00,46.9975,53.0587,6.06111,17.0953,0.45
2010-06-22 19:00:00,41.4934,46.8869,5.3935,16.8152,0.458
2010-06-22 20:00:00,36.2649,42.562,6.29716,15.6272,0.496
2010-06-22 21:00:00,33.1107,40.1268,7.01612,15.375,0.489
2010-06-22 22:00:00,30.9305,38.4973,7.56682,16.1913,0.462
2010-06-22 23:00:00,29.3554,37.7759,8.42048,16.8208,0.462
2010-06-23 00:00:00,28.1616,37.0994,8.93782,17.4312,0.477
2010-06-23 01:00:00,26.6561,36.3199,9.66381,17.6731,0.499
2010-06-23 02:00:00,25.539,35.6991,10.1601,18.6244,0.534
2010-06-23 03:00:00,24.3628,35.1621,10.7993,18.2782,0.543
2010-06-23 04:00:00,22.6135,33.9056,11.292,17.9529,0.553
2010-06-23 05:00:00,20.9075,31.7849,10.8774,17.7761,0.568
2010-06-23 06:00:00,22.9656,34.0223,11.0567,18.3041,0.554
2010-06-23 07:00:00,28.8583,40.341,11.4826,18.3503,0.557
2010-06-23 08:00:00,35.5064,47.913,12.4066,18.5722,0.556
2010-06-23 09:00:00,41.6407,54.067,12.4262,17.9648,0.571
2010-06-23 10:00:00,46.5128,58.4263,11.9136,16.9194,0.58
2010-06-23 11:00:00,49.4898,60.7013,11.2115,16.8002,0.534
2010-06-23 12:00:00,51.1763,61.8222,10.6459,18.0335,0.496
2010-06-23 13:00:00,51.9924,62.3553,10.3629,17.7774,0.477
2010-06-23 14:00:00,51.9542,62.5795,10.6253,18.4058,0.462
2010-06-23 15:00:00,51.8244,62.2805,10.4561,18.5868,0.474
2010-06-23 16:00:00,50.8488,61.4346,10.5859,18.2846,0.515
2010-06-23 17:00:00,49.1962,59.1301,9.93388,18.3549,0.517
2010-06-23 18:00:00,45.3328,54.018,8.68524,18.5126,0.531
2010-06-23 19:00:00,40.2205,47.4651,7.2446,18.0611,0.551
2010-06-23 20:00:00,35.6746,43.1296,7.4549,17.0806,0.576
2010-06-23 21:00:00,32.5062,40.8253,8.31917,16.4861,0.601
2010-06-23 22:00:00,30.4688,39.3703,8.90149,17.8352,0.532
2010-06-23 23:00:00,29.4515,38.941,9.48957,18.451,0.52
2010-06-24 00:00:00,28.4403,38.2396,9.79934,18.4608,0.509
2010-06-24 01:00:00,27.7661,37.9047,10.1386,18.1028,0.533
2010-06-24 02:00:00,25.8358,36.3325,10.4967,15.0289,0.732
2010-06-24 03:00:00,25.0295,35.9615,10.9319,15.2379,0.703
2010-06-24 04:00:00,22.6919,34.4705,11.7786,15.4712,0.671
2010-06-24 05:00:00,21.1941,32.5313,11.3373,15.8717,0.63
2010-06-24 06:00:00,23.3312,34.4015,11.0704,16.1294,0.606
2010-06-24 07:00:00,28.6822,40.0128,11.3306,16.3976,0.57
2010-06-24 08:00:00,34.9644,46.3024,11.3381,16.1481,0.557
2010-06-24 09:00:00,40.4684,51.4844,11.0159,15.5492,0.558
2010-06-24 10:00:00,44.7797,55.5366,10.7569,14.6971,0.535
2010-06-24 11:00:00,47.5506,57.9085,10.3578,14.535,0.463
2010-06-24 12:00:00,49.2624,59.2814,10.019,17.9722,0.569
2010-06-24 13:00:00,49.8325,59.7998,9.96729,15.2567,0.403
2010-06-24 14:00:00,49.5736,59.8296,10.256,15.8374,0.411
2010-06-24 15:00:00,49.1554,59.2553,10.0999,16.0394,0.436
2010-06-24 16:00:00,48.5021,58.2952,9.79317,15.6908,0.468
2010-06-24 17:00:00,46.9498,55.9943,9.0445,18.042,0.579
2010-06-24 18:00:00,43.6092,50.7147,7.10552,18.0784,0.603
2010-06-24 19:00:00,38.6286,43.4083,4.77975,17.9033,0.588
2010-06-24 20:00:00,33.3909,38.4912,5.10026,16.6386,0.624
2010-06-24 21:00:00,29.8582,36.0065,6.14833,15.9553,0.625
2010-06-24 22:00:00,27.327,34.2815,6.9545,15.3893,0.671
2010-06-24 23:00:00,25.9169,33.0038,7.08684,15.1623,0.711
2010-06-25 00:00:00,25.0212,31.9209,6.89969,15.7129,0.471
2010-06-25 01:00:00,23.645,30.4288,6.78379,15.595,0.493
2010-06-25 02:00:00,22.0275,29.4132,7.3857,13.7977,0.666
2010-06-25 03:00:00,20.2861,28.2709,7.98484,14.0041,0.653
2010-06-25 04:00:00,18.4924,26.6059,8.11351,14.5362,0.636
2010-06-25 05:00:00,17.3175,24.8046,7.48712,15.0351,0.616
2010-06-25 06:00:00,19.8888,27.5385,7.64966,15.4319,0.612
2010-06-25 07:00:00,25.9212,35.1041,9.18293,15.7315,0.602
2010-06-25 08:00:00,32.5477,42.6962,10.1485,15.8018,0.594
2010-06-25 09:00:00,38.8561,48.6655,9.80939,15.1926,0.601
2010-06-25 10:00:00,44.0417,53.2167,9.17505,14.2152,0.585
2010-06-25 11:00:00,47.4617,56.4473,8.98561,13.9504,0.53
2010-06-25 12:00:00,49.5401,58.4941,8.95402,15.9834,0.488
2010-06-25 13:00:00,50.8159,59.5469,8.73098,14.6554,0.46
2010-06-25 14:00:00,51.2434,60.0136,8.77018,15.7889,0.416
2010-06-25 15:00:00,51.2051,59.957,8.75196,16.4527,0.412
2010-06-25 16:00:00,50.4458,59.055,8.60923,16.936,0.423
2010-06-25 17:00:00,49.0255,56.7944,7.76899,16.3428,0.485
2010-06-25 18:00:00,45.7136,51.5801,5.8665,16.4215,0.475
2010-06-25 19:00:00,40.1433,44.8181,4.67474,15.8408,0.476
2010-06-25 20:00:00,34.5875,39.9692,5.38174,14.8842,0.514
2010-06-25 21:00:00,30.752,37.2626,6.5106,14.54,0.563
2010-06-25 22:00:00,28.3102,35.5178,7.20759,14.4909,0.626
2010-06-25 23:00:00,26.6144,34.4282,7.81377,14.0126,0.667
2010-06-26 00:00:00,25.2405,33.4775,8.23699,17.4276,0.41
2010-06-26 01:00:00,23.9468,32.4763,8.52958,17.3916,0.436
2010-06-26 02:00:00,22.6697,31.4372,8.76746,14.5735,0.676
2010-06-26 03:00:00,21.2274,30.7259,9.49855,14.0379,0.715
2010-06-26 04:00:00,19.56,29.9189,10.3589,14.3182,0.7
2010-06-26 05:00:00,18.759,28.9282,10.1693,14.87,0.665
2010-06-26 06:00:00,21.2163,31.4978,10.2815,15.1723,0.654
2010-06-26 07:00:00,27.138,37.8535,10.7155,15.4822,0.646
2010-06-26 08:00:00,33.7184,44.9764,11.258,15.7191,0.634
2010-06-26 09:00:00,40.2049,50.9624,10.7575,14.9445,0.646
2010-06-26 10:00:00,44.978,55.1913,10.2134,13.5463,0.646
2010-06-26 11:00:00,47.9192,57.7804,9.86125,13.7527,0.574
2010-06-26 12:00:00,49.5595,59.2913,9.73182,17.4006,0.44
2010-06-26 13:00:00,50.3129,60.0102,9.6973,15.5781,0.471
2010-06-26 14:00:00,50.5682,60.2625,9.6943,16.9435,0.406
2010-06-26 15:00:00,50.2116,60.1805,9.96889,17.7445,0.376
2010-06-26 16:00:00,49.3203,59.4,10.0798,17.8712,0.404
2010-06-26 17:00:00,47.7819,57.0926,9.3107,17.7217,0.46
2010-06-26 18:00:00,44.6577,52.3512,7.69353,17.8152,0.478
2010-06-26 19:00:00,39.8062,46.6508,6.8446,17.0174,0.488
2010-06-26 20:00:00,34.9069,42.949,8.04211,15.7236,0.53
2010-06-26 21:00:00,31.5209,40.6949,9.17401,15.3647,0.507
2010-06-26 22:00:00,29.4195,39.2105,9.79101,15.5666,0.531
2010-06-26 23:00:00,27.1698,37.3945,10.2247,15.3755,0.594
2010-06-27 00:00:00,25.9761,36.242,10.2659,18.0504,0.393
2010-06-27 01:00:00,24.5927,34.9666,10.374,18.0243,0.408
2010-06-27 02:00:00,23.4039,34.4902,11.0863,16.1577,0.614
2010-06-27 03:00:00,22.4888,33.6288,11.1399,16.1087,0.611
2010-06-27 04:00:00,20.8135,32.9024,12.0889,16.2171,0.596
2010-06-27 05:00:00,20.387,31.8676,11.4806,16.9752,0.554
2010-06-27 06:00:00,22.9869,34.1019,11.1151,17.7776,0.519
2010-06-27 07:00:00,28.4573,39.8579,11.4006,17.6483,0.535
2010-06-27 08:00:00,34.3013,46.4039,12.1025,17.2227,0.547
2010-06-27 09:00:00,39.7488,51.9152,12.1664,16.427,0.571
2010-06-27 10:00:00,43.9869,55.7724,11.7856,14.7069,0.594
2010-06-27 11:00:00,46.6388,57.9058,11.2671,14.1752,0.544
2010-06-27 12:00:00,48.1293,58.9038,10.7745,18.5763,0.402
2010-06-27 13:00:00,48.428,59.3106,10.8826,15.0755,0.487
2010-06-27 14:00:00,48.1924,59.3311,11.1386,15.7655,0.466
2010-06-27 15:00:00,47.8701,58.8588,10.9888,16.2504,0.443
2010-06-27 16:00:00,47.1709,57.7107,10.5398,15.9495,0.461
2010-06-27 17:00:00,45.5941,55.5404,9.94633,18.5299,0.433
2010-06-27 18:00:00,42.8891,51.0736,8.1845,18.8234,0.442
2010-06-27 19:00:00,38.5867,45.1511,6.56444,18.1541,0.445
2010-06-27 20:00:00,34.6437,41.2089,6.5652,16.7128,0.485
2010-06-27 21:00:00,32.4365,38.9404,6.50394,15.8054,0.525
2010-06-27 22:00:00,30.7504,37.0497,6.2993,15.9848,0.572
2010-06-27 23:00:00,29.9332,35.9622,6.02894,16.2969,0.597
2010-06-28 00:00:00,28.9949,35.1099,6.11498,16.0698,0.458
2010-06-28 01:00:00,28.4375,34.8857,6.44823,16.3128,0.429
2010-06-28 02:00:00,26.6898,33.5716,6.8818,17.1015,0.615
2010-06-28 03:00:00,26.0209,33.4564,7.43549,17.2366,0.622
2010-06-28 04:00:00,24.2304,31.6599,7.42956,17.1681,0.619
2010-06-28 05:00:00,22.5255,29.8639,7.33834,17.1582,0.613
2010-06-28 06:00:00,23.6804,31.6957,8.01529,17.4358,0.584
2010-06-28 07:00:00,27.7997,37.0879,9.28826,17.7883,0.553
2010-06-28 08:00:00,33.0356,43.5477,10.5121,17.4059,0.554
2010-06-28 09:00:00,37.8995,49.1349,11.2355,16.8209,0.555
2010-06-28 10:00:00,41.5897,53.1172,11.5275,15.0997,0.571
2010-06-28 11:00:00,44.199,55.4258,11.2268,14.2083,0.541
2010-06-28 12:00:00,45.8306,56.5347,10.7042,16.1926,0.474
2010-06-28 13:00:00,46.6598,56.8933,10.2335,15.1627,0.459
2010-06-28 14:00:00,46.3673,56.4438,10.0765,16.0696,0.397
2010-06-28 15:00:00,45.509,55.7415,10.2325,16.3509,0.383
2010-06-28 16:00:00,44.5992,54.3908,9.79159,16.0036,0.409
2010-06-28 17:00:00,43.1478,52.0759,8.92815,15.6146,0.532
2010-06-28 18:00:00,40.7104,47.5287,6.81829,15.4086,0.55
2010-06-28 19:00:00,36.7545,41.4322,4.67772,15.3926,0.55
2010-06-28 20:00:00,32.5612,37.3872,4.82599,14.7793,0.562
2010-06-28 21:00:00,29.8254,35.3087,5.48333,14.7647,0.565
2010-06-28 22:00:00,27.7014,33.967,6.26556,15.4866,0.579
2010-06-28 23:00:00,25.9933,32.9995,7.00624,16.4882,0.597
2010-06-29 00:00:00,24.8338,32.4608,7.62706,15.8673,0.435
2010-06-29 01:00:00,23.3933,31.8076,8.4143,15.8853,0.496
2010-06-29 02:00:00,22.3117,31.1864,8.8747,14.2113,0.663
2010-06-29 03:00:00,21.0799,30.4289,9.34901,13.6436,0.677
2010-06-29 04:00:00,19.4732,28.6877,9.21449,13.2843,0.685
2010-06-29 05:00:00,18.3372,27.1425,8.80533,12.9617,0.686
2010-06-29 06:00:00,20.4755,29.2443,8.76885,12.7793,0.688
2010-06-29 07:00:00,25.5394,34.7867,9.24722,12.8043,0.684
2010-06-29 08:00:00,31.1261,40.5519,9.42582,12.9098,0.665
2010-06-29 09:00:00,36.1152,45.2222,9.10699,12.433,0.656
2010-06-29 10:00:00,40.1183,48.6864,8.56801,11.6773,0.625
2010-06-29 11:00:00,42.8971,50.9551,8.05792,11.7947,0.559
2010-06-29 12:00:00,44.5231,52.121,7.59788,15.9508,0.506
2010-06-29 13:00:00,45.5508,52.6227,7.07182,12.4019,0.505
2010-06-29 14:00:00,45.7498,52.5823,6.8325,12.3578,0.526
2010-06-29 15:00:00,45.6308,52.3174,6.68664,12.6534,0.54
2010-06-29 16:00:00,44.8812,51.28,6.39874,13.1318,0.547
2010-06-29 17:00:00,43.8064,49.0504,5.24404,16.3153,0.518
2010-06-29 18:00:00,41.428,44.6581,3.23008,15.9424,0.539
2010-06-29 19:00:00,37.8489,38.8808,1.03192,15.5989,0.535
2010-06-29 20:00:00,34.0387,35.0963,1.05757,14.5764,0.563
2010-06-29 21:00:00,31.3874,33.4896,2.10226,14.1341,0.608
2010-06-29 22:00:00,29.6653,32.6782,3.0129,13.9634,0.653
2010-06-29 23:00:00,27.6549,32.1999,4.54499,14.0769,0.668
2010-06-30 00:00:00,26.7622,31.8838,5.12158,13.3069,0.543
2010-06-30 01:00:00,25.0101,30.8001,5.79003,13.3991,0.572
2010-06-30 02:00:00,23.6984,30.0396,6.34115,11.5148,0.714
2010-06-30 03:00:00,22.7178,29.361,6.64326,11.4594,0.718
2010-06-30 04:00:00,20.8778,27.83,6.95222,11.3549,0.733
2010-06-30 05:00:00,19.1878,26.3694,7.18161,11.5946,0.737
2010-06-30 06:00:00,20.6867,27.9829,7.29621,11.8146,0.748
2010-06-30 07:00:00,24.9311,32.7684,7.83731,11.6105,0.759
2010-06-30 08:00:00,29.8869,37.6635,7.77662,11.3585,0.766
2010-06-30 09:00:00,34.5739,41.7931,7.21919,10.9755,0.769
2010-06-30 10:00:00,38.7842,45.2244,6.44025,11.3723,0.717
2010-06-30 11:00:00,41.8992,47.9712,6.07202,12.5427,0.631
2010-06-30 12:00:00,44.0101,49.8453,5.83521,13.7558,0.577
2010-06-30 13:00:00,45.2891,51.1714,5.88237,13.4762,0.568
2010-06-30 14:00:00,45.9085,51.8444,5.93589,13.3567,0.588
2010-06-30 15:00:00,46.2022,51.7866,5.58441,13.3445,0.61
2010-06-30 16:00:00,45.9876,51.1038,5.11613,13.5659,0.622
2010-06-30 17:00:00,45.0593,49.3068,4.24754,13.7352,0.616
2010-06-30 18:00:00,42.6329,45.0456,2.41272,13.733,0.637
2010-06-30 19:00:00,38.4477,39.3375,0.889761,13.8727,0.615
2010-06-30 20:00:00,33.9901,35.5842,1.59411,13.1446,0.627
2010-06-30 21:00:00,31.0016,33.8124,2.8108,12.3212,0.683
2010-06-30 22:00:00,29.119,32.7707,3.65176,11.8609,0.72
2010-06-30 23:00:00,26.8747,31.915,5.04034,11.8325,0.712
2010-07-01 00:00:00,26.3829,31.7168,5.33397,13.8055,0.61
2010-07-01 01:00:00,24.9701,30.968,5.99799,13.9724,0.604
2010-07-01 02:00:00,23.3674,30.1468,6.77944,11.7969,0.782
2010-07-01 03:00:00,22.3076,29.2457,6.9381,11.784,0.779
2010-07-01 04:00:00,20.4105,27.9602,7.54967,11.8007,0.781
2010-07-01 05:00:00,19.3608,26.631,7.27018,11.8143,0.783
2010-07-01 06:00:00,21.3808,28.6099,7.22909,11.89,0.786
2010-07-01 07:00:00,26.2896,34.0553,7.76566,11.9237,0.786
2010-07-01 08:00:00,31.4451,39.6215,8.17636,11.8773,0.787
2010-07-01 09:00:00,36.3057,44.1445,7.8389,11.7555,0.781
2010-07-01 10:00:00,40.2601,47.515,7.25492,11.7638,0.741
2010-07-01 11:00:00,42.8999,49.8205,6.92055,12.4545,0.671
2010-07-01 12:00:00,44.7002,51.2561,6.55594,14.2205,0.602
2010-07-01 13:00:00,45.9326,51.9852,6.05263,13.4777,0.606
2010-07-01 14:00:00,46.3099,52.2957,5.98581,14.0686,0.596
2010-07-01 15:00:00,46.2498,52.1651,5.91531,14.1192,0.615
2010-07-01 16:00:00,45.9877,51.5508,5.56305,14.1736,0.621
2010-07-01 17:00:00,45.0711,49.7868,4.71565,13.8351,0.64
2010-07-01 18:00:00,42.7279,45.275,2.54703,14.395,0.623
2010-07-01 19:00:00,38.3276,39.4517,1.1241,14.4196,0.598
2010-07-01 20:00:00,33.4432,35.7408,2.29763,13.2511,0.635
2010-07-01 21:00:00,30.2889,33.9869,3.69802,12.8098,0.672
2010-07-01 22:00:00,28.202,32.8379,4.63596,12.6253,0.726
2010-07-01 23:00:00,26.367,31.7601,5.3931,12.1486,0.767
2010-07-02 00:00:00,25.7704,31.3428,5.57241,13.8645,0.637
2010-07-02 01:00:00,24.3595,30.4802,6.12071,14.0424,0.641
2010-07-02 02:00:00,23.2854,29.816,6.53063,11.497,0.822
2010-07-02 03:00:00,22.3778,29.2768,6.89897,11.2752,0.826
2010-07-02 04:00:00,20.6974,27.6257,6.92825,11.6214,0.817
2010-07-02 05:00:00,19.5176,26.3797,6.86211,12.0484,0.804
2010-07-02 06:00:00,21.619,28.3837,6.76462,12.2047,0.806
2010-07-02 07:00:00,26.3203,33.5028,7.18244,12.3206,0.806
2010-07-02 08:00:00,31.5457,39.384,7.83831,12.1124,0.809
2010-07-02 09:00:00,36.3972,44.3176,7.92041,11.8337,0.802
2010-07-02 10:00:00,40.6308,48.0747,7.44387,11.5272,0.767
2010-07-02 11:00:00,43.8008,50.8385,7.03766,12.4816,0.68
2010-07-02 12:00:00,45.6647,52.8272,7.16243,14.1646,0.641
2010-07-02 13:00:00,47.014,54.3344,7.32039,13.4798,0.621
2010-07-02 14:00:00,47.8251,55.1726,7.34746,14.1173,0.602
2010-07-02 15:00:00,48.2514,55.4595,7.20806,14.4463,0.6
2010-07-02 16:00:00,48.252,55.0595,6.80748,14.8154,0.598
2010-07-02 17:00:00,47.3377,53.2654,5.92773,14.2495,0.658
2010-07-02 18:00:00,44.9967,48.4662,3.46946,14.3372,0.646
2010-07-02 19:00:00,40.1436,42.427,2.28347,14.4981,0.617
2010-07-02 20:00:00,34.9975,38.6265,3.62895,13.53,0.642
2010-07-02 21:00:00,31.6969,36.6226,4.9257,12.9438,0.672
2010-07-02 22:00:00,29.5455,35.0509,5.5054,12.5576,0.737
2010-07-02 23:00:00,27.8995,33.988,6.08848,12.0535,0.797
2010-07-03 00:00:00,26.8237,32.905,6.08125,14.7138,0.598
2010-07-03 01:00:00,25.8682,32.3076,6.43941,14.6598,0.612
2010-07-03 02:00:00,24.7751,31.6258,6.85069,11.127,0.827
2010-07-03 03:00:00,24.1193,31.4338,7.31453,11.6132,0.816
2010-07-03 04:00:00,22.3458,30.5804,8.23458,12.5119,0.788
2010-07-03 05:00:00,22.0566,29.7254,7.66889,13.3098,0.772
2010-07-03 06:00:00,24.5596,31.9178,7.35816,13.6042,0.769
2010-07-03 07:00:00,29.9551,37.2975,7.34242,13.4748,0.781
2010-07-03 08:00:00,35.8177,43.6026,7.78495,12.8998,0.802
2010-07-03 09:00:00,41.1864,48.876,7.68955,12.3598,0.808
2010-07-03 10:00:00,45.3527,52.6192,7.26651,11.8846,0.773
2010-07-03 11:00:00,47.8823,55.192,7.3097,12.1821,0.708
2010-07-03 12:00:00,49.4783,56.9536,7.4753,14.9881,0.601
2010-07-03 13:00:00,50.382,58.0872,7.70528,12.9339,0.648
2010-07-03 14:00:00,50.7721,58.5718,7.79979,13.8912,0.599
2010-07-03 15:00:00,50.9583,58.7029,7.74465,14.5395,0.558
