"Date","CMAQ_2010_36k_base_Obs_Average","CMAQ_2010_36k_base_Model_Average","CMAQ_2010_36k_base_Bias_Average","CMAQ_2010_36k_base_RMSE_Average","CMAQ_2010_36k_base_Corr_Average"
2010-01-01 00:00:00,15.7729,27.5666,11.7936,18.6757,0.313
2010-01-01 01:00:00,15.7951,27.8484,12.0533,19.1044,0.301
2010-01-01 02:00:00,16.2964,27.7711,11.4747,12.3933,0.533
2010-01-01 03:00:00,16.3724,27.4931,11.1207,11.6253,0.582
2010-01-01 04:00:00,17.4631,26.6738,9.21065,11.0768,0.603
2010-01-01 05:00:00,16.6535,26.2724,9.61885,10.5443,0.624
2010-01-01 06:00:00,16.6209,25.2499,8.62901,10.1293,0.644
2010-01-01 07:00:00,16.3328,24.1902,7.85738,10.1519,0.639
2010-01-01 08:00:00,18.4263,25.5041,7.07784,10.9571,0.588
2010-01-01 09:00:00,21.5774,28.0354,6.45809,12.9842,0.467
2010-01-01 10:00:00,24.4482,30.7598,6.31165,13.9422,0.443
2010-01-01 11:00:00,26.8994,33.1846,6.28519,14.2144,0.448
2010-01-01 12:00:00,28.8198,34.9705,6.15074,18.7415,0.301
2010-01-01 13:00:00,30.3296,36.0215,5.6919,14.8193,0.413
2010-01-01 14:00:00,31.1975,36.2869,5.08942,15.3221,0.384
2010-01-01 15:00:00,30.9728,35.2873,4.3145,15.4035,0.357
2010-01-01 16:00:00,28.7684,31.5598,2.79139,15.3227,0.338
2010-01-01 17:00:00,24.0559,27.1489,3.09296,18.2694,0.321
2010-01-01 18:00:00,20.7268,24.9392,4.21234,16.8759,0.386
2010-01-01 19:00:00,19.4496,24.1052,4.6556,17.4742,0.341
2010-01-01 20:00:00,18.8995,24.1093,5.20982,16.9325,0.356
2010-01-01 21:00:00,18.9423,24.537,5.59467,16.5178,0.362
2010-01-01 22:00:00,19.1814,24.9854,5.80403,15.1081,0.406
2010-01-01 23:00:00,19.6602,25.5681,5.90787,13.492,0.466
2010-01-02 00:00:00,19.7407,26.1366,6.39582,15.59,0.312
2010-01-02 01:00:00,19.3388,26.3656,7.02679,16.2456,0.268
2010-01-02 02:00:00,19.4926,26.3295,6.8369,12.9249,0.169
2010-01-02 03:00:00,20.1,26.2132,6.11323,12.3729,0.214
2010-01-02 04:00:00,20.5101,25.7162,5.20613,11.6364,0.281
2010-01-02 05:00:00,19.3716,25.6801,6.3085,10.8496,0.35
2010-01-02 06:00:00,18.8889,25.1214,6.23248,10.616,0.368
2010-01-02 07:00:00,18.7159,24.7461,6.03024,10.8825,0.373
2010-01-02 08:00:00,20.3784,26.7268,6.34839,11.6268,0.386
2010-01-02 09:00:00,23.7088,29.89,6.1812,13.2322,0.371
2010-01-02 10:00:00,27.1168,33.3004,6.18358,13.9516,0.358
2010-01-02 11:00:00,29.8096,35.9236,6.11401,14.2449,0.346
2010-01-02 12:00:00,32.0734,37.9255,5.8521,16.3226,0.248
2010-01-02 13:00:00,33.9314,39.4529,5.52145,14.7336,0.329
2010-01-02 14:00:00,34.8692,40.2007,5.33145,15.5202,0.289
2010-01-02 15:00:00,34.3876,39.5539,5.16629,16.3546,0.277
2010-01-02 16:00:00,31.74,35.9678,4.22772,16.2842,0.239
2010-01-02 17:00:00,26.9297,31.3567,4.42704,16.0418,0.231
2010-01-02 18:00:00,23.9201,28.8491,4.929,15.6389,0.246
2010-01-02 19:00:00,22.9089,28.0622,5.15326,16.2325,0.229
2010-01-02 20:00:00,22.1387,27.8235,5.68484,16.0958,0.247
2010-01-02 21:00:00,21.7435,28.3343,6.59083,15.6857,0.286
2010-01-02 22:00:00,21.2803,29.7441,8.46381,14.9654,0.247
2010-01-02 23:00:00,21.4578,29.1418,7.68401,13.6108,0.182
2010-01-03 00:00:00,21.3415,29.6356,8.29416,16.8296,0.209
2010-01-03 01:00:00,21.2683,29.827,8.55864,16.978,0.177
2010-01-03 02:00:00,21.6811,30.2341,8.55295,13.2419,0.344
2010-01-03 03:00:00,21.7447,30.504,8.75923,12.2502,0.448
2010-01-03 04:00:00,22.203,29.7134,7.51049,11.9199,0.501
2010-01-03 05:00:00,20.4374,30.1545,9.71705,11.9141,0.52
2010-01-03 06:00:00,19.9838,29.765,9.78127,12.0976,0.514
2010-01-03 07:00:00,19.8091,29.2626,9.45353,12.4116,0.482
2010-01-03 08:00:00,20.9676,30.3466,9.37898,12.8017,0.447
2010-01-03 09:00:00,23.6414,32.2484,8.607,14.705,0.347
2010-01-03 10:00:00,26.3768,34.7579,8.38105,15.2225,0.356
2010-01-03 11:00:00,28.9051,37.0379,8.13271,15.7562,0.348
2010-01-03 12:00:00,30.7468,38.8495,8.10266,17.0579,0.151
2010-01-03 13:00:00,31.9904,40.0858,8.09536,16.6163,0.339
2010-01-03 14:00:00,32.48,40.5527,8.07268,17.2509,0.322
2010-01-03 15:00:00,31.7308,39.6339,7.90312,17.9016,0.265
2010-01-03 16:00:00,28.9247,35.6175,6.69281,18.2266,0.212
2010-01-03 17:00:00,24.6581,30.6085,5.95042,17.137,0.0931
2010-01-03 18:00:00,22.1124,28.2523,6.13993,16.2256,0.188
2010-01-03 19:00:00,21.0658,27.9669,6.90105,17.9323,0.125
2010-01-03 20:00:00,20.4075,28.7008,8.2933,17.9555,0.145
2010-01-03 21:00:00,20.4468,29.6844,9.23762,17.5772,0.177
2010-01-03 22:00:00,20.5137,30.4076,9.89389,16.544,0.198
2010-01-03 23:00:00,20.8847,30.8116,9.92682,14.492,0.268
2010-01-04 00:00:00,21.0372,31.0273,9.9901,18.5367,0.143
2010-01-04 01:00:00,20.769,31.394,10.625,18.696,0.145
2010-01-04 02:00:00,20.8581,30.7672,9.90913,15.6734,0.139
2010-01-04 03:00:00,20.7649,30.9032,10.1383,14.767,0.212
2010-01-04 04:00:00,21.4682,29.5817,8.11351,14.3974,0.298
2010-01-04 05:00:00,19.0802,29.4118,10.3316,14.3559,0.348
2010-01-04 06:00:00,17.8793,28.1765,10.2973,14.2501,0.38
2010-01-04 07:00:00,16.7691,27.1068,10.3376,14.3816,0.389
2010-01-04 08:00:00,18.5561,28.8518,10.2958,13.7263,0.484
2010-01-04 09:00:00,21.5483,31.553,10.0047,14.3275,0.491
2010-01-04 10:00:00,24.9699,34.6694,9.69947,15.0138,0.445
2010-01-04 11:00:00,27.7462,37.0759,9.32965,15.9855,0.402
2010-01-04 12:00:00,29.4828,39.0273,9.54453,18.4689,0.124
2010-01-04 13:00:00,30.6547,40.4091,9.75438,16.9386,0.338
2010-01-04 14:00:00,31.0548,40.7785,9.72376,17.5783,0.316
2010-01-04 15:00:00,30.2765,39.677,9.4005,18.1229,0.287
2010-01-04 16:00:00,27.2224,35.0162,7.79384,18.7374,0.246
2010-01-04 17:00:00,22.712,29.4886,6.77665,18.6204,0.0577
2010-01-04 18:00:00,20.3898,27.0194,6.62962,16.8241,0.163
2010-01-04 19:00:00,19.3073,26.8948,7.5875,18.7611,0.108
2010-01-04 20:00:00,19.0387,27.4216,8.3829,18.527,0.144
2010-01-04 21:00:00,19.1222,28.3342,9.21202,18.3298,0.169
2010-01-04 22:00:00,19.3456,29.0405,9.69493,17.813,0.128
2010-01-04 23:00:00,19.4177,29.4937,10.076,16.613,0.132
2010-01-05 00:00:00,19.2904,29.7907,10.5004,19.1467,0.211
2010-01-05 01:00:00,18.9674,29.8362,10.8689,19.526,0.177
2010-01-05 02:00:00,19.0701,29.9983,10.9281,16.54,0.23
2010-01-05 03:00:00,19.3158,30.1056,10.7898,15.4459,0.328
2010-01-05 04:00:00,19.2423,28.6154,9.37308,14.9324,0.403
2010-01-05 05:00:00,17.2215,28.2701,11.0486,14.5162,0.455
2010-01-05 06:00:00,16.0144,26.4862,10.4718,14.4393,0.488
2010-01-05 07:00:00,15.1846,25.2065,10.0219,14.6274,0.491
2010-01-05 08:00:00,17.0146,27.6159,10.6012,14.7382,0.484
2010-01-05 09:00:00,20.5361,31.0291,10.493,15.3551,0.459
2010-01-05 10:00:00,23.8902,34.1431,10.2529,14.9727,0.493
2010-01-05 11:00:00,26.495,36.333,9.83797,14.9752,0.494
2010-01-05 12:00:00,28.3943,38.2355,9.84115,19.2262,0.184
2010-01-05 13:00:00,29.8666,39.486,9.61943,15.4528,0.468
2010-01-05 14:00:00,30.2098,39.7336,9.52386,15.9908,0.442
2010-01-05 15:00:00,29.3802,38.6043,9.22416,16.7448,0.408
2010-01-05 16:00:00,26.254,33.7972,7.54324,17.2507,0.383
2010-01-05 17:00:00,21.4937,27.3321,5.83847,18.8967,0.174
2010-01-05 18:00:00,18.7797,24.2494,5.46971,17.6062,0.289
2010-01-05 19:00:00,17.6746,23.4782,5.80362,19.1078,0.235
2010-01-05 20:00:00,16.9438,23.6217,6.67788,18.5631,0.311
2010-01-05 21:00:00,17.1611,24.4671,7.30597,18.1981,0.329
2010-01-05 22:00:00,16.9299,25.3325,8.40252,17.6555,0.279
2010-01-05 23:00:00,17.0723,25.9836,8.91126,17.0445,0.215
2010-01-06 00:00:00,16.9407,26.7262,9.78551,18.0067,0.345
2010-01-06 01:00:00,16.9265,26.7708,9.84434,18.1831,0.318
2010-01-06 02:00:00,17.0576,27.1995,10.1419,16.0891,0.347
2010-01-06 03:00:00,17.5369,27.6775,10.1406,15.0574,0.391
2010-01-06 04:00:00,18.0657,26.5992,8.53354,14.3764,0.44
2010-01-06 05:00:00,16.0769,26.8186,10.7417,14.0615,0.468
2010-01-06 06:00:00,15.0176,25.2058,10.1882,14.2885,0.468
2010-01-06 07:00:00,13.8892,23.8617,9.97245,14.599,0.489
2010-01-06 08:00:00,15.643,26.2231,10.5801,14.4717,0.524
2010-01-06 09:00:00,18.8593,29.6601,10.8008,14.9876,0.493
2010-01-06 10:00:00,22.5641,33.0831,10.519,14.2989,0.513
2010-01-06 11:00:00,25.4415,35.0631,9.62163,14.2487,0.501
2010-01-06 12:00:00,27.4975,36.6266,9.12904,18.3063,0.312
2010-01-06 13:00:00,28.9064,37.6107,8.70428,15.0947,0.455
2010-01-06 14:00:00,29.1287,37.6993,8.57064,15.5062,0.433
2010-01-06 15:00:00,28.0097,36.3809,8.37127,15.9193,0.412
2010-01-06 16:00:00,25.1309,32.0737,6.94282,16.4498,0.39
2010-01-06 17:00:00,21.2885,26.787,5.49856,17.9805,0.33
2010-01-06 18:00:00,19.2304,24.5973,5.36691,16.0796,0.433
2010-01-06 19:00:00,18.2364,24.2094,5.97302,18.13,0.336
2010-01-06 20:00:00,17.4428,24.4939,7.05109,17.4185,0.364
2010-01-06 21:00:00,17.1952,24.9894,7.79419,17.1913,0.352
2010-01-06 22:00:00,16.9904,25.4007,8.41028,16.7707,0.343
2010-01-06 23:00:00,16.6882,26.0084,9.32023,16.5412,0.345
2010-01-07 00:00:00,16.4378,26.7844,10.3466,17.014,0.353
2010-01-07 01:00:00,16.3643,28.0218,11.6575,17.5353,0.344
2010-01-07 02:00:00,17.0247,28.6231,11.5984,15.959,0.31
2010-01-07 03:00:00,17.3791,29.3582,11.9791,15.8842,0.344
2010-01-07 04:00:00,17.8629,29.489,11.6261,15.7072,0.381
2010-01-07 05:00:00,15.9047,28.6408,12.7361,15.4053,0.418
2010-01-07 06:00:00,14.8433,27.2841,12.4408,14.9939,0.458
2010-01-07 07:00:00,14.391,25.5811,11.1901,15.0426,0.461
2010-01-07 08:00:00,15.9268,27.2299,11.3031,14.8457,0.489
2010-01-07 09:00:00,19.2516,30.2661,11.0145,15.0482,0.492
2010-01-07 10:00:00,22.051,32.8835,10.8325,15.673,0.449
2010-01-07 11:00:00,24.1768,34.9839,10.8071,15.9877,0.427
2010-01-07 12:00:00,26.0148,36.8367,10.822,17.7077,0.288
2010-01-07 13:00:00,27.5263,38.2314,10.7051,16.6488,0.398
2010-01-07 14:00:00,28.2976,38.5143,10.2168,16.9739,0.39
2010-01-07 15:00:00,27.8051,37.4169,9.61181,17.516,0.349
2010-01-07 16:00:00,25.3748,33.4784,8.10356,18.121,0.304
2010-01-07 17:00:00,21.7333,29.1273,7.39398,18.0121,0.241
2010-01-07 18:00:00,19.7,27.6007,7.90066,17.3061,0.282
2010-01-07 19:00:00,19.309,27.6743,8.36523,18.4282,0.291
2010-01-07 20:00:00,18.7127,28.1577,9.44503,18.2167,0.318
2010-01-07 21:00:00,18.5981,28.8428,10.2448,17.4064,0.352
2010-01-07 22:00:00,18.7882,29.6194,10.8312,17.0428,0.311
2010-01-07 23:00:00,18.9453,30.3734,11.428,16.3927,0.281
2010-01-08 00:00:00,19.1672,31.1563,11.9891,18.7848,0.239
2010-01-08 01:00:00,19.3465,31.393,12.0466,19.032,0.202
2010-01-08 02:00:00,19.8344,31.7713,11.9369,15.4326,0.311
2010-01-08 03:00:00,20.6684,32.221,11.5527,14.9542,0.334
2010-01-08 04:00:00,21.7721,31.5684,9.79631,14.614,0.375
2010-01-08 05:00:00,19.386,31.2908,11.9048,14.8572,0.394
2010-01-08 06:00:00,18.5819,30.2224,11.6406,15.018,0.375
2010-01-08 07:00:00,17.9046,29.1991,11.2945,15.0411,0.397
2010-01-08 08:00:00,19.2909,30.4299,11.139,14.8232,0.435
2010-01-08 09:00:00,22.3617,32.8588,10.4971,15.1038,0.422
2010-01-08 10:00:00,24.9597,35.1654,10.2056,15.7687,0.369
2010-01-08 11:00:00,26.9547,36.9915,10.0368,16.5319,0.33
2010-01-08 12:00:00,28.2157,38.2008,9.98518,18.989,0.179
2010-01-08 13:00:00,28.6496,38.9489,10.2993,17.1869,0.291
2010-01-08 14:00:00,28.949,39.2008,10.2517,17.6119,0.289
2010-01-08 15:00:00,27.981,38.1616,10.1806,18.2095,0.271
2010-01-08 16:00:00,25.5651,34.5546,8.98941,18.3579,0.258
2010-01-08 17:00:00,22.3987,30.2385,7.83972,18.6451,0.151
2010-01-08 18:00:00,20.6677,28.5411,7.87336,16.7582,0.266
2010-01-08 19:00:00,19.7852,28.6519,8.86672,18.7571,0.227
2010-01-08 20:00:00,19.176,29.0288,9.85277,18.4708,0.261
2010-01-08 21:00:00,19.1661,29.7298,10.5636,18.3072,0.281
2010-01-08 22:00:00,18.7678,30.204,11.4362,17.5322,0.293
2010-01-08 23:00:00,18.8163,30.5111,11.6948,16.1831,0.301
2010-01-09 00:00:00,18.5676,30.8504,12.2829,18.744,0.249
2010-01-09 01:00:00,18.6511,30.9,12.2489,18.7491,0.253
2010-01-09 02:00:00,19.0309,30.9268,11.8958,15.9504,0.193
2010-01-09 03:00:00,19.3017,30.8089,11.5072,15.4462,0.269
2010-01-09 04:00:00,20.088,30.0887,10.0008,15.3067,0.333
2010-01-09 05:00:00,18.0601,30.0128,11.9526,15.5294,0.356
2010-01-09 06:00:00,17.5324,29.2288,11.6964,15.7359,0.349
2010-01-09 07:00:00,17.2136,28.5375,11.3239,15.6493,0.363
2010-01-09 08:00:00,18.9762,29.9614,10.9852,15.1856,0.405
2010-01-09 09:00:00,22.1232,32.3769,10.2537,15.2351,0.413
2010-01-09 10:00:00,24.7848,35.0608,10.276,15.0328,0.447
2010-01-09 11:00:00,27.0016,37.4409,10.4393,15.3736,0.453
2010-01-09 12:00:00,28.6572,39.3548,10.6976,18.2317,0.276
2010-01-09 13:00:00,29.7188,40.6988,10.98,16.2093,0.408
2010-01-09 14:00:00,30.1801,41.2028,11.0227,16.9456,0.402
2010-01-09 15:00:00,29.6873,40.2401,10.5528,18.4151,0.375
2010-01-09 16:00:00,27.1601,35.8314,8.67129,18.3092,0.389
2010-01-09 17:00:00,23.127,29.7602,6.63322,17.883,0.29
2010-01-09 18:00:00,20.381,26.6592,6.27828,16.3127,0.366
2010-01-09 19:00:00,19.1892,25.8407,6.65154,18.455,0.283
2010-01-09 20:00:00,18.2887,26.0824,7.79372,18.3006,0.299
2010-01-09 21:00:00,18.0812,26.8491,8.76796,18.1317,0.307
2010-01-09 22:00:00,17.8345,29.0306,11.196,17.3112,0.268
2010-01-09 23:00:00,16.9518,27.7664,10.8146,16.3211,0.206
2010-01-10 00:00:00,16.6383,28.1498,11.5116,18.7827,0.376
2010-01-10 01:00:00,16.9226,28.469,11.5464,18.9175,0.366
2010-01-10 02:00:00,17.281,28.8909,11.6099,16.3424,0.199
2010-01-10 03:00:00,17.2743,29.355,12.0807,15.5277,0.241
2010-01-10 04:00:00,17.9982,29.1236,11.1254,15.3632,0.259
2010-01-10 05:00:00,16.4712,29.3578,12.8866,15.4391,0.24
2010-01-10 06:00:00,15.8217,28.8458,13.0241,15.5225,0.223
2010-01-10 07:00:00,15.9856,28.4346,12.449,15.6302,0.214
2010-01-10 08:00:00,18.3796,30.6026,12.223,14.9972,0.289
2010-01-10 09:00:00,22.1324,34.0229,11.8905,15.0814,0.364
2010-01-10 10:00:00,25.6133,37.2598,11.6465,15.2775,0.42
2010-01-10 11:00:00,28.6456,39.7568,11.1112,15.9066,0.419
2010-01-10 12:00:00,30.6159,41.686,11.0701,18.7305,0.363
2010-01-10 13:00:00,31.9493,42.8973,10.948,16.3509,0.417
2010-01-10 14:00:00,32.643,43.3543,10.7113,16.9425,0.424
2010-01-10 15:00:00,32.2057,42.3443,10.1386,17.5507,0.415
2010-01-10 16:00:00,29.6756,37.6339,7.95826,17.9218,0.399
2010-01-10 17:00:00,24.9826,31.0201,6.03753,19.0589,0.341
2010-01-10 18:00:00,21.2425,27.7793,6.53679,18.1853,0.38
2010-01-10 19:00:00,19.5111,26.6748,7.16373,19.4133,0.33
2010-01-10 20:00:00,18.5666,26.6756,8.10903,19.4799,0.336
2010-01-10 21:00:00,18.2171,27.5243,9.30723,18.6948,0.367
2010-01-10 22:00:00,17.9841,28.3191,10.335,17.6286,0.328
2010-01-10 23:00:00,18.1509,28.9315,10.7806,16.8269,0.238
2010-01-11 00:00:00,18.0512,29.6034,11.5522,18.6423,0.365
2010-01-11 01:00:00,18.2623,30.8322,12.5699,19.1034,0.341
2010-01-11 02:00:00,17.9624,30.1586,12.1962,18.1552,0.157
2010-01-11 03:00:00,17.8299,30.6746,12.8447,17.6336,0.132
2010-01-11 04:00:00,17.9729,29.4731,11.5002,17.4671,0.146
2010-01-11 05:00:00,15.6943,29.278,13.5838,17.1647,0.186
2010-01-11 06:00:00,14.1506,27.7113,13.5608,16.9329,0.24
2010-01-11 07:00:00,13.0303,26.2486,13.2183,16.9824,0.28
2010-01-11 08:00:00,14.8882,28.801,13.9129,17.222,0.319
2010-01-11 09:00:00,19.5244,32.871,13.3466,17.9058,0.341
2010-01-11 10:00:00,24.1457,36.6419,12.4962,18.4049,0.357
2010-01-11 11:00:00,27.7425,39.3687,11.6262,18.766,0.346
2010-01-11 12:00:00,29.9722,41.4613,11.4892,18.6874,0.376
2010-01-11 13:00:00,31.462,42.7874,11.3253,19.7224,0.305
2010-01-11 14:00:00,32.2977,43.1949,10.8971,20.3348,0.29
2010-01-11 15:00:00,31.7363,41.8632,10.1269,20.8599,0.292
2010-01-11 16:00:00,28.7254,36.3827,7.65728,21.1917,0.29
2010-01-11 17:00:00,22.962,29.2585,6.29656,19.0154,0.375
2010-01-11 18:00:00,19.0523,26.4198,7.36753,17.791,0.437
2010-01-11 19:00:00,18.2782,26.1484,7.87022,19.6941,0.37
2010-01-11 20:00:00,17.7821,26.5377,8.75564,20.0013,0.367
2010-01-11 21:00:00,18,27.4314,9.4314,19.8658,0.379
2010-01-11 22:00:00,18.0636,28.3086,10.245,19.8616,0.312
2010-01-11 23:00:00,17.9617,28.905,10.9433,19.0745,0.2
2010-01-12 00:00:00,18.0698,29.102,11.0322,21.2282,0.273
2010-01-12 01:00:00,18.3945,29.359,10.9645,21.2378,0.243
2010-01-12 02:00:00,18.7147,29.096,10.3813,17.7058,0.209
2010-01-12 03:00:00,18.7902,28.7045,9.91434,16.9997,0.196
2010-01-12 04:00:00,19.1533,28.3828,9.22957,15.9333,0.243
2010-01-12 05:00:00,17.1962,28.1221,10.9259,15.4216,0.267
2010-01-12 06:00:00,15.9809,26.4299,10.449,14.8671,0.326
2010-01-12 07:00:00,15.0495,24.8439,9.79437,15.3109,0.332
2010-01-12 08:00:00,16.3847,27.0879,10.7032,16.6226,0.295
2010-01-12 09:00:00,20.8841,31.0035,10.1194,18.4279,0.291
2010-01-12 10:00:00,24.8985,34.7596,9.86112,18.5921,0.366
2010-01-12 11:00:00,28.3105,37.8993,9.58881,18.4017,0.407
2010-01-12 12:00:00,31.0248,40.4719,9.4472,20.5048,0.265
2010-01-12 13:00:00,33.2069,42.3356,9.1287,18.7371,0.394
2010-01-12 14:00:00,34.2092,43.0129,8.8038,18.7942,0.426
2010-01-12 15:00:00,33.6425,42.312,8.66954,19.0365,0.423
2010-01-12 16:00:00,30.8635,38.6638,7.80033,19.1176,0.431
2010-01-12 17:00:00,25.5701,32.0555,6.48545,19.4945,0.318
2010-01-12 18:00:00,21.8808,28.8072,6.92643,19.3908,0.324
2010-01-12 19:00:00,20.8235,27.7786,6.95505,20.1869,0.324
2010-01-12 20:00:00,19.942,27.356,7.414,19.711,0.362
2010-01-12 21:00:00,19.7656,27.9919,8.22637,18.9937,0.406
2010-01-12 22:00:00,19.8839,28.5238,8.63984,18.6588,0.374
2010-01-12 23:00:00,19.9743,29.1049,9.13053,18.2713,0.254
2010-01-13 00:00:00,20.4848,29.6259,9.14107,19.254,0.409
2010-01-13 01:00:00,20.863,29.9436,9.08065,19.0845,0.425
2010-01-13 02:00:00,20.7814,29.9561,9.1747,17.5329,0.393
2010-01-13 03:00:00,20.1382,29.2476,9.1094,17.1121,0.311
2010-01-13 04:00:00,21.0054,29.6764,8.67099,16.4189,0.296
2010-01-13 05:00:00,19.8154,29.3811,9.56568,16.8139,0.227
2010-01-13 06:00:00,17.9872,27.9834,9.99612,16.5085,0.269
2010-01-13 07:00:00,16.0561,26.9038,10.8477,16.3248,0.334
2010-01-13 08:00:00,17.4185,29.9401,12.5216,17.1486,0.4
2010-01-13 09:00:00,22.2088,34.4423,12.2335,18.6614,0.411
2010-01-13 10:00:00,26.9651,37.9643,10.9992,19.8533,0.395
2010-01-13 11:00:00,30.1974,40.4413,10.2439,20.3813,0.39
2010-01-13 12:00:00,32.8497,42.4683,9.61858,18.8059,0.444
2010-01-13 13:00:00,34.3892,43.8901,9.50091,20.1624,0.409
2010-01-13 14:00:00,35.0404,44.5035,9.46306,20.3981,0.39
2010-01-13 15:00:00,34.7364,43.8268,9.09039,20.75,0.37
2010-01-13 16:00:00,32.1392,40.3376,8.19831,20.7267,0.384
2010-01-13 17:00:00,27.0174,35.3301,8.31268,18.4666,0.443
2010-01-13 18:00:00,23.5506,32.8374,9.28674,17.5674,0.501
2010-01-13 19:00:00,21.8815,31.9177,10.0361,18.0897,0.535
2010-01-13 20:00:00,21.0624,31.2728,10.2104,18.8041,0.523
2010-01-13 21:00:00,20.8619,31.3393,10.4774,20.1051,0.472
2010-01-13 22:00:00,20.3465,31.5445,11.198,20.3493,0.413
2010-01-13 23:00:00,19.7723,31.7794,12.0071,19.1895,0.388
2010-01-14 00:00:00,19.601,32.4299,12.8289,20.9019,0.4
2010-01-14 01:00:00,19.8981,33.1997,13.3015,21.0304,0.36
2010-01-14 02:00:00,19.4497,32.5004,13.0507,19.0517,0.442
2010-01-14 03:00:00,19.8494,33.0973,13.2479,18.1363,0.428
2010-01-14 04:00:00,19.0926,31.0589,11.9663,17.2394,0.409
2010-01-14 05:00:00,17.6153,32.3054,14.6902,16.904,0.395
2010-01-14 06:00:00,16.1664,31.0357,14.8693,16.7004,0.431
2010-01-14 07:00:00,14.9889,29.4465,14.4576,16.955,0.446
2010-01-14 08:00:00,16.1786,31.2528,15.0742,16.2962,0.508
2010-01-14 09:00:00,19.9,34.414,14.514,17.1977,0.504
2010-01-14 10:00:00,24.4563,37.7064,13.2501,17.7473,0.489
2010-01-14 11:00:00,27.8667,40.1405,12.2738,18.3448,0.464
2010-01-14 12:00:00,30.8862,41.8379,10.9517,20.5878,0.429
2010-01-14 13:00:00,32.8553,42.9873,10.132,19.1243,0.431
2010-01-14 14:00:00,33.5008,43.1633,9.66251,19.5035,0.434
2010-01-14 15:00:00,32.8746,41.7949,8.92032,19.8415,0.434
2010-01-14 16:00:00,30.2857,37.1958,6.91013,20.4881,0.41
2010-01-14 17:00:00,25.2753,31.646,6.37067,20.2746,0.465
2010-01-14 18:00:00,22.4953,29.1159,6.62061,18.4698,0.532
2010-01-14 19:00:00,21.3039,28.7237,7.41976,21.2003,0.464
2010-01-14 20:00:00,20.6401,28.952,8.31187,21.2702,0.481
2010-01-14 21:00:00,20.425,29.8578,9.43284,21.1304,0.493
2010-01-14 22:00:00,20.5577,30.7329,10.1752,21.4605,0.463
2010-01-14 23:00:00,20.4601,31.4619,11.0019,20.4949,0.446
2010-01-15 00:00:00,20.3185,32.0318,11.7133,20.7882,0.412
2010-01-15 01:00:00,19.9016,31.8943,11.9927,21.2135,0.384
2010-01-15 02:00:00,19.3917,32.0983,12.7066,19.819,0.405
2010-01-15 03:00:00,19.4461,32.4663,13.0201,18.7105,0.438
2010-01-15 04:00:00,18.796,30.7486,11.9526,18.0495,0.427
2010-01-15 05:00:00,16.8302,31.4842,14.6541,17.8007,0.412
2010-01-15 06:00:00,15.5626,30.3046,14.742,17.6893,0.408
2010-01-15 07:00:00,14.5587,29.2355,14.6768,17.7241,0.411
2010-01-15 08:00:00,15.6394,30.7681,15.1287,17.5655,0.439
2010-01-15 09:00:00,19.1168,32.9855,13.8687,18.3517,0.421
2010-01-15 10:00:00,22.8553,35.7247,12.8694,18.2762,0.432
2010-01-15 11:00:00,26.2138,38.0931,11.8793,18.7864,0.421
2010-01-15 12:00:00,29.1422,39.9554,10.8132,21.487,0.377
2010-01-15 13:00:00,31.0382,41.1618,10.1236,19.4548,0.378
2010-01-15 14:00:00,31.8293,41.7137,9.88431,20.0041,0.353
2010-01-15 15:00:00,30.6513,40.1414,9.49009,20.471,0.315
2010-01-15 16:00:00,27.6425,35.306,7.66352,20.6535,0.297
2010-01-15 17:00:00,23.2634,30.659,7.39555,21.2857,0.373
2010-01-15 18:00:00,21.2587,29.1083,7.84959,20.4641,0.415
2010-01-15 19:00:00,20.6149,29.3984,8.78349,22.7387,0.344
2010-01-15 20:00:00,20.4665,29.681,9.21459,22.6515,0.358
2010-01-15 21:00:00,20.6883,30.5192,9.83094,22.3701,0.372
2010-01-15 22:00:00,21.0619,31.147,10.0851,22.1895,0.361
2010-01-15 23:00:00,21.344,31.7988,10.4548,20.8101,0.375
2010-01-16 00:00:00,21.1765,32.3395,11.163,21.0565,0.282
2010-01-16 01:00:00,20.8636,32.7259,11.8622,21.3467,0.277
2010-01-16 02:00:00,20.9073,32.5589,11.6516,19.1801,0.274
2010-01-16 03:00:00,20.8469,32.4321,11.5852,18.4124,0.315
2010-01-16 04:00:00,21.396,31.8089,10.4129,18.1288,0.327
2010-01-16 05:00:00,19.4714,31.7095,12.238,17.8821,0.355
2010-01-16 06:00:00,18.7469,31.1379,12.391,18.1973,0.357
2010-01-16 07:00:00,18.0646,30.5466,12.4821,18.7124,0.341
2010-01-16 08:00:00,18.822,31.5713,12.7493,19.0284,0.347
2010-01-16 09:00:00,21.1559,33.6368,12.4809,19.2828,0.356
2010-01-16 10:00:00,24.1027,36.2245,12.1218,18.4415,0.43
2010-01-16 11:00:00,27.1009,38.611,11.5101,17.7478,0.475
2010-01-16 12:00:00,29.4196,40.6675,11.2479,20.9868,0.281
2010-01-16 13:00:00,30.9134,41.8482,10.9348,17.3059,0.491
2010-01-16 14:00:00,31.2716,42.1271,10.8555,17.1093,0.51
2010-01-16 15:00:00,30.5409,41.0401,10.4992,17.9445,0.538
2010-01-16 16:00:00,28.0173,37.7106,9.69331,17.3909,0.518
2010-01-16 17:00:00,23.5055,33.5154,10.0098,20.3584,0.282
2010-01-16 18:00:00,20.9228,30.987,10.0642,19.2811,0.332
